Season,Player,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Final MVP,HOF
1990-1991,Kevin Gamble,11,238.0,7.7,0.506,0.0,0.2,1.5,4.6,3.1,11.0,0.8,0.5,9.7,13.3,0.1,0.0,0.1,0.021,-2.1,-1.2,-3.3,-0.1,0,0
1990-1991,Kevin Johnson,4,146.0,9.0,0.385,0.132,0.566,1.5,9.4,5.1,44.6,0.7,0.4,15.3,23.3,-0.3,0.1,-0.2,-0.082,0.1,-3.2,-3.1,0.0,0,0
1990-1991,Kevin McHale*,11,376.0,21.2,0.622,0.074,0.541,5.7,15.7,10.9,8.3,0.7,2.3,7.1,23.0,1.2,0.3,1.5,0.192,4.3,0.4,4.7,0.6,0,1
1990-1991,Kevin Willis,5,159.0,16.2,0.48,0.045,0.448,11.8,17.3,14.6,6.1,1.0,0.4,2.4,22.7,0.3,0.1,0.4,0.116,1.9,-1.9,0.0,0.1,0,0
1990-1991,Kiki Vandeweghe,3,99.0,9.5,0.593,0.156,0.781,1.3,8.9,5.1,7.5,0.5,0.0,21.8,25.4,0.0,0.0,0.0,-0.007,-1.3,-1.4,-2.7,0.0,0,0
1990-1991,Kurt Rambis,4,53.0,9.8,0.4,0.0,0.0,16.3,14.1,15.3,11.3,4.7,1.2,44.4,7.4,0.0,0.1,0.0,0.044,-1.5,2.5,1.0,0.0,0,0
1990-1991,LaSalle Thompson,5,126.0,11.9,0.535,0.0,0.179,5.7,25.1,15.1,8.8,1.5,3.4,19.2,17.2,0.0,0.1,0.1,0.022,-1.3,1.0,-0.3,0.1,0,0
1990-1991,Larry Bird*,10,396.0,15.8,0.49,0.138,0.336,2.4,17.6,10.4,23.7,1.7,0.5,9.8,21.4,0.3,0.4,0.6,0.078,1.4,0.2,1.6,0.4,0,1
1990-1991,Larry Drew,18,116.0,6.4,0.491,0.333,0.182,0.0,8.3,4.2,27.1,0.0,0.0,20.2,17.4,-0.1,0.0,0.0,-0.006,-3.3,-2.4,-5.7,-0.1,0,0
1990-1991,Larry Krystkowiak,3,25.0,0.3,0.167,0.0,0.0,0.0,16.4,7.5,10.5,2.0,0.0,0.0,10.7,-0.1,0.0,-0.1,-0.1,-10.6,-1.8,-12.4,-0.1,0,0
1990-1991,Larry Smith,3,57.0,3.4,0.225,0.25,0.25,12.8,15.5,14.2,9.0,0.9,1.3,31.1,5.1,0.0,0.1,0.0,0.029,-5.3,2.0,-3.4,0.0,0,0
1990-1991,Lester Conner,1,7.0,12.9,0.694,0.0,1.0,16.5,0.0,8.9,43.1,0.0,0.0,41.0,15.5,0.0,0.0,0.0,0.016,2.6,-2.9,-0.3,0.0,0,0
1990-1991,Magic Johnson*,19,823.0,22.7,0.598,0.265,0.664,3.5,19.1,11.4,45.1,1.5,0.0,18.2,23.3,2.4,0.9,3.3,0.193,6.2,1.4,7.6,2.0,0,1
1990-1991,Manute Bol,8,109.0,9.3,0.546,0.0,0.5,4.7,16.5,10.8,1.4,0.5,7.0,18.5,11.7,0.0,0.1,0.1,0.043,-3.4,2.1,-1.3,0.0,0,0
1990-1991,Mario Elie,9,197.0,13.5,0.599,0.018,0.571,9.9,9.0,9.5,8.7,1.2,0.3,12.5,17.5,0.4,0.1,0.4,0.109,0.5,-1.5,-1.0,0.1,0,0
1990-1991,Mark Aguirre,15,397.0,19.4,0.584,0.185,0.287,4.5,12.8,8.5,12.8,1.6,0.2,9.1,24.2,1.0,0.3,1.3,0.157,3.9,1.1,5.0,0.7,0,0
1990-1991,Mark Bryant,14,137.0,9.1,0.585,0.0,0.727,11.7,16.1,13.8,2.0,0.7,0.5,12.1,10.4,0.2,0.1,0.3,0.123,-2.3,-0.5,-2.8,0.0,0,0
1990-1991,Mark Eaton,9,255.0,6.5,0.537,0.0,0.387,8.1,16.6,12.6,2.7,0.2,3.3,16.2,7.5,0.1,0.4,0.5,0.086,-3.2,1.5,-1.6,0.0,0,0
1990-1991,Mark Jackson,3,36.0,2.1,0.333,0.0,0.0,0.0,0.0,0.0,34.4,1.5,1.8,62.5,10.2,-0.1,0.0,-0.1,-0.14,-2.6,-2.9,-5.4,0.0,0,0
1990-1991,Mark West,4,93.0,12.6,0.636,0.0,0.467,9.3,13.4,11.2,3.5,1.1,7.0,14.2,9.9,0.1,0.1,0.2,0.122,-1.5,2.4,0.9,0.1,0,0
1990-1991,Maurice Cheeks*,3,101.0,11.8,0.628,0.13,0.087,3.8,7.4,5.6,29.6,1.6,0.6,25.1,14.4,0.1,0.0,0.1,0.042,0.5,1.3,1.9,0.1,0,1
1990-1991,Michael Cage,5,80.0,13.6,0.582,0.0,1.214,13.4,18.2,15.8,3.5,1.9,1.7,12.3,13.1,0.2,0.1,0.3,0.15,0.0,0.6,0.6,0.1,0,0
1990-1991,Michael Jordan*,17,689.0,32.0,0.6,0.069,0.394,3.4,16.0,9.9,36.7,3.2,2.4,8.9,32.7,3.2,1.5,4.8,0.333,10.5,4.1,14.6,2.9,1,1
1990-1991,Michael Smith,2,6.0,6.6,0.5,0.5,0.0,0.0,0.0,0.0,24.4,0.0,0.0,0.0,14.6,0.0,0.0,0.0,0.07,-4.5,1.8,-2.7,0.0,0,0
1990-1991,Micheal Williams,5,183.0,21.7,0.598,0.015,0.738,4.6,6.2,5.4,32.5,3.6,0.0,12.2,22.3,0.6,0.1,0.7,0.194,4.0,1.4,5.4,0.3,0,0
1990-1991,Mike Brown,9,223.0,12.3,0.591,0.0,0.679,10.9,22.4,17.0,3.3,0.7,0.3,14.2,16.7,0.3,0.3,0.6,0.139,-1.5,0.2,-1.2,0.0,0,0
1990-1991,Mike Sanders,5,41.0,15.4,0.638,0.2,0.4,0.0,12.3,6.0,13.5,4.6,3.0,7.8,12.9,0.1,0.0,0.1,0.144,-2.5,4.6,2.1,0.0,0,0
1990-1991,Mitch Richmond*,9,372.0,14.9,0.56,0.142,0.142,3.1,11.8,7.4,8.8,0.6,1.0,8.6,22.8,0.3,0.1,0.4,0.053,1.7,-2.4,-0.8,0.1,0,1
1990-1991,Moses Malone*,5,84.0,14.1,0.401,0.0,0.7,19.9,18.2,19.0,5.6,1.2,0.7,7.1,14.7,0.1,0.1,0.2,0.088,1.8,-3.7,-1.9,0.0,0,1
1990-1991,Mychal Thompson,8,42.0,1.3,0.286,0.0,0.0,8.9,17.2,13.1,0.0,0.0,4.6,12.5,8.6,-0.1,0.0,0.0,-0.01,-7.7,0.2,-7.5,-0.1,0,0
1990-1991,Nate McMillan,5,95.0,9.7,0.283,0.087,0.174,7.5,15.3,11.4,32.0,3.2,0.7,10.8,12.5,-0.1,0.1,0.1,0.041,-1.8,2.1,0.3,0.1,0,0
1990-1991,Negele Knight,4,56.0,14.9,0.55,0.115,0.269,1.9,6.7,4.1,33.8,0.9,0.0,12.1,25.7,0.0,0.0,0.1,0.045,1.9,-0.8,1.1,0.0,0,0
1990-1991,Otis Thorpe,3,116.0,14.7,0.578,0.0,0.158,7.4,19.6,13.4,11.3,0.9,0.0,12.9,18.2,0.1,0.1,0.2,0.096,1.2,0.6,1.8,0.1,0,0
1990-1991,Patrick Ewing*,3,110.0,10.3,0.472,0.0,0.4,2.3,31.9,17.1,10.7,0.5,3.0,17.2,26.6,-0.2,0.1,-0.1,-0.049,-2.1,0.6,-1.4,0.0,0,1
1990-1991,Paul Mokeski,3,8.0,8.3,1.0,0.0,0.0,0.0,29.6,14.6,16.1,6.0,0.0,50.0,10.8,0.0,0.0,0.0,0.093,-8.1,8.0,0.0,0.0,0,0
1990-1991,Paul Pressey,4,124.0,9.7,0.459,0.125,0.281,4.7,5.8,5.3,17.5,3.1,1.6,14.3,14.0,0.0,0.1,0.1,0.039,-1.9,2.0,0.1,0.1,0,0
1990-1991,Randy Wittman,1,6.0,14.3,1.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.189,3.9,2.8,6.7,0.0,0,0
1990-1991,Reggie Lewis,11,462.0,16.9,0.547,0.021,0.349,4.7,11.8,8.4,10.8,1.3,0.8,8.2,23.2,0.7,0.3,1.0,0.1,1.9,-0.3,1.6,0.4,0,0
1990-1991,Reggie Miller*,5,193.0,16.7,0.626,0.271,0.529,3.1,7.2,5.1,10.4,2.0,0.6,12.2,21.2,0.4,0.0,0.5,0.114,3.4,-1.1,2.2,0.2,0,1
1990-1991,Rick Mahorn,8,208.0,10.3,0.605,0.0,0.389,4.3,20.2,12.5,10.4,0.5,1.2,15.9,11.4,0.2,0.2,0.4,0.082,-1.6,0.4,-1.2,0.0,0,0
1990-1991,Rickey Green,8,199.0,8.6,0.5,0.073,0.164,0.6,4.8,2.8,17.7,1.9,0.0,18.1,17.2,-0.2,0.1,-0.1,-0.014,-2.2,-2.1,-4.3,-0.1,0,0
1990-1991,Ricky Pierce,5,112.0,8.0,0.442,0.175,0.298,6.4,8.7,7.5,5.8,1.8,0.6,14.6,28.8,-0.2,0.1,-0.1,-0.054,-2.7,-3.2,-5.9,-0.1,0,0
1990-1991,Rik Smits,5,88.0,15.0,0.605,0.0,0.216,5.5,20.1,12.6,3.6,0.5,4.8,11.0,21.5,0.1,0.1,0.2,0.09,-2.4,0.6,-1.7,0.0,0,0
1990-1991,Robert Parish*,10,296.0,20.8,0.638,0.0,0.629,13.4,21.7,17.7,3.1,1.4,1.5,11.4,20.7,0.8,0.3,1.1,0.183,3.0,-0.6,2.4,0.3,0,1
1990-1991,Robert Reid,7,41.0,1.3,0.333,0.111,0.0,3.1,20.5,12.1,7.3,1.3,0.0,18.2,12.7,-0.1,0.0,-0.1,-0.07,-7.5,-0.8,-8.3,-0.1,0,0
1990-1991,Rod Higgins,9,214.0,12.5,0.566,0.426,0.459,4.8,11.1,7.9,10.8,0.4,2.4,8.7,16.2,0.3,0.1,0.4,0.088,1.4,-0.7,0.7,0.1,0,0
1990-1991,Rod Strickland,4,168.0,14.6,0.492,0.09,0.313,3.5,11.5,7.4,31.0,2.5,0.0,14.6,22.0,0.0,0.1,0.2,0.05,-0.6,0.3,-0.3,0.1,0,0
1990-1991,Ron Anderson,8,223.0,9.2,0.457,0.057,0.216,5.2,6.5,5.9,14.5,1.4,0.0,11.1,23.0,-0.2,0.1,-0.1,-0.017,-2.8,-2.5,-5.3,-0.2,0,0
1990-1991,Rumeal Robinson,2,13.0,-11.8,0.25,0.0,0.0,0.0,7.9,4.0,12.6,4.0,0.0,50.0,27.0,-0.2,0.0,-0.1,-0.517,-15.2,-4.2,-19.4,-0.1,0,0
1990-1991,Sam Perkins,19,752.0,17.0,0.625,0.136,0.493,6.8,18.5,12.8,7.0,1.0,2.3,12.1,18.4,1.4,0.9,2.3,0.15,2.1,1.7,3.8,1.1,0,0
1990-1991,Scott Hastings,10,35.0,9.9,0.667,0.667,0.0,6.0,13.2,9.5,12.1,0.0,1.9,14.3,8.7,0.1,0.0,0.1,0.119,-0.2,1.6,1.4,0.0,0,0
1990-1991,Scott Meents,2,8.0,14.6,0.45,0.0,0.25,0.0,15.2,7.5,0.0,6.3,0.0,0.0,23.7,0.0,0.0,0.0,0.051,-1.0,2.3,1.2,0.0,0,0
1990-1991,Scott Williams,12,72.0,10.2,0.528,0.077,1.538,7.3,27.3,17.6,5.5,0.8,3.0,15.5,16.7,0.0,0.2,0.2,0.114,-4.1,0.9,-3.2,0.0,0,0
1990-1991,Scottie Pippen*,17,704.0,22.0,0.564,0.06,0.358,6.9,19.9,13.6,21.8,3.2,2.0,14.4,25.2,1.2,1.7,2.9,0.197,3.8,2.7,6.5,1.5,0,1
1990-1991,Sean Elliott,4,132.0,14.5,0.545,0.075,0.8,7.1,12.8,9.9,17.0,1.4,0.5,14.3,19.8,0.1,0.1,0.2,0.085,1.0,0.5,1.5,0.1,0,0
1990-1991,Sean Higgins,3,13.0,-4.1,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,0.0,6.4,0.0,0.0,0.0,-0.122,-6.8,-3.1,-9.9,0.0,0,0
1990-1991,Sedale Threatt,5,136.0,16.7,0.604,0.196,0.179,0.9,6.2,3.5,22.0,1.8,0.0,11.7,21.5,0.3,0.1,0.4,0.13,2.8,0.7,3.5,0.2,0,0
1990-1991,Shawn Kemp,5,149.0,9.9,0.479,0.018,0.474,10.4,18.7,14.5,6.3,1.0,1.9,18.9,24.4,-0.2,0.2,0.0,-0.008,-3.4,-1.9,-5.3,-0.1,0,0
1990-1991,Sidney Green,3,11.0,15.9,0.581,0.0,0.333,10.6,32.9,21.6,0.0,0.0,0.0,12.7,29.7,0.0,0.0,0.0,0.078,-2.9,-1.5,-4.3,0.0,0,0
1990-1991,Sidney Moncrief*,5,91.0,13.5,0.62,0.273,0.727,6.9,11.2,9.1,3.9,1.7,0.0,9.4,15.5,0.2,0.1,0.3,0.142,-3.1,0.0,-3.1,0.0,0,1
1990-1991,Sleepy Floyd,3,41.0,0.3,0.333,0.167,0.0,0.0,6.2,3.0,28.3,2.6,1.8,22.6,34.3,-0.3,0.1,-0.2,-0.291,-7.9,-2.8,-10.7,-0.1,0,0
1990-1991,Spud Webb,5,154.0,15.0,0.515,0.211,0.281,5.4,9.3,7.4,29.7,2.4,0.4,16.9,22.0,0.0,0.1,0.1,0.042,1.7,-0.1,1.6,0.1,0,0
1990-1991,Stacey King,11,86.0,1.4,0.361,0.037,0.407,13.7,18.6,16.2,3.1,0.6,0.9,22.0,22.1,-0.3,0.1,-0.2,-0.087,-9.1,-3.5,-12.6,-0.2,0,0
1990-1991,Steve Henson,3,40.0,7.4,0.618,0.25,0.333,0.0,10.3,4.7,11.4,1.3,0.0,30.4,21.9,-0.1,0.0,-0.1,-0.078,-2.6,-1.8,-4.4,0.0,0,0
1990-1991,Stojko Vranković,1,4.0,1.4,0.694,0.0,1.0,0.0,54.5,28.5,0.0,0.0,0.0,41.0,26.7,0.0,0.0,0.0,-0.207,-16.4,3.8,-12.6,0.0,0,0
1990-1991,Terry Cummings,4,124.0,13.6,0.518,0.02,0.367,13.2,22.4,17.7,5.0,1.1,1.1,13.7,22.1,0.0,0.1,0.1,0.031,-0.6,-1.1,-1.7,0.0,0,0
1990-1991,Terry Porter,16,595.0,18.7,0.605,0.23,0.387,1.5,7.4,4.4,27.7,2.1,0.1,11.8,19.6,1.6,0.6,2.2,0.177,4.5,0.8,5.3,1.1,0,0
1990-1991,Terry Teagle,18,274.0,7.4,0.428,0.0,0.256,3.6,8.8,6.2,6.5,1.5,0.9,10.3,25.6,-0.5,0.2,-0.3,-0.05,-4.5,-1.5,-6.0,-0.3,0,0
1990-1991,Thurl Bailey,9,228.0,6.2,0.453,0.0,0.391,5.9,10.0,8.0,5.6,0.7,1.7,13.8,16.8,-0.2,0.3,0.1,0.017,-3.6,-0.4,-3.9,-0.1,0,0
1990-1991,Tim Hardaway*,9,396.0,22.8,0.563,0.259,0.205,1.5,8.4,4.9,37.8,3.4,1.1,11.0,24.7,0.9,0.3,1.2,0.144,6.8,0.8,7.6,0.9,0,1
1990-1991,Tim McCormick,2,13.0,6.7,0.361,0.0,0.429,8.0,7.9,7.9,0.0,0.0,0.0,0.0,28.1,0.0,0.0,0.0,-0.079,-0.5,-4.3,-4.9,0.0,0,0
1990-1991,Tom Chambers,4,142.0,11.2,0.457,0.076,0.288,1.5,18.4,9.4,13.6,2.5,2.3,13.9,26.4,-0.4,0.2,-0.2,-0.053,-1.5,0.8,-0.7,0.0,0,0
1990-1991,Tom Tolbert,9,116.0,4.6,0.423,0.091,0.333,0.0,18.4,9.1,8.8,1.2,2.2,9.6,15.5,-0.2,0.1,-0.1,-0.037,-5.6,0.5,-5.1,-0.1,0,0
1990-1991,Tony Brown,4,29.0,8.2,0.563,0.25,0.0,8.4,3.7,5.9,5.2,0.0,0.0,11.1,13.6,0.0,0.0,0.0,0.06,-1.9,-2.3,-4.2,0.0,0,0
1990-1991,Tony Massenburg,1,1.0,0.0,0.106,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,-3.1,-2.5,-5.6,0.0,0,0
1990-1991,Tony Smith,7,40.0,2.4,0.489,0.0,0.231,9.3,0.0,4.6,7.8,1.3,0.0,29.5,23.0,-0.1,0.0,-0.1,-0.132,-6.4,-2.9,-9.2,-0.1,0,0
1990-1991,Tree Rollins,6,32.0,3.4,1.0,0.0,0.0,3.3,7.2,5.2,0.0,1.7,2.1,50.0,5.5,0.0,0.0,0.0,0.016,-4.5,1.0,-3.5,0.0,0,0
1990-1991,Trent Tucker,3,66.0,12.6,0.464,0.4,0.08,5.7,17.1,11.4,25.4,0.8,0.0,3.7,18.6,0.1,0.0,0.1,0.071,2.1,0.9,3.0,0.1,0,0
1990-1991,Tyrone Hill,9,80.0,11.6,0.661,0.071,0.429,10.1,23.7,16.8,3.2,1.8,3.1,10.7,10.0,0.2,0.1,0.2,0.148,-2.2,2.0,-0.2,0.0,0,0
1990-1991,Vern Fleming,5,115.0,14.7,0.509,0.025,0.35,10.4,7.7,9.1,28.0,0.4,1.6,14.8,19.6,0.2,0.0,0.1,0.062,3.1,-2.2,1.0,0.1,0,0
1990-1991,Vernon Maxwell,3,113.0,10.4,0.492,0.482,0.036,1.1,7.8,4.4,13.4,0.9,0.7,11.0,25.6,-0.1,0.1,0.0,0.004,0.2,-1.0,-0.8,0.0,0,0
1990-1991,Vincent Askew,6,41.0,12.9,0.425,0.0,0.4,14.0,17.3,15.7,6.5,2.3,0.0,0.0,18.5,0.0,0.0,0.1,0.064,-1.7,-2.2,-3.9,0.0,0,0
1990-1991,Vinnie Johnson,15,438.0,17.6,0.488,0.059,0.141,8.9,10.3,9.6,17.4,1.3,0.6,6.8,25.0,0.5,0.3,0.8,0.093,1.9,0.5,2.4,0.5,0,0
1990-1991,Vlade Divac*,19,609.0,17.5,0.62,0.035,0.413,10.0,15.4,12.7,5.5,2.3,4.3,16.8,18.1,0.8,1.0,1.7,0.137,1.3,2.9,4.3,1.0,0,1
1990-1991,Walter Davis*,13,111.0,8.8,0.425,0.021,0.125,7.2,8.8,8.0,8.5,1.8,0.0,12.1,22.3,-0.1,0.1,0.0,-0.019,-2.5,-1.4,-3.9,-0.1,0,0
1990-1991,Walter Palmer,2,6.0,-19.7,0.25,0.0,0.0,0.0,18.1,9.5,0.0,0.0,0.0,20.0,36.6,-0.1,0.0,-0.1,-0.486,-28.3,-6.8,-35.1,-0.1,0,0
1990-1991,Wayne Cooper,3,13.0,6.6,0.5,0.0,0.0,8.8,37.7,22.8,10.5,0.0,0.0,33.3,9.9,0.0,0.0,0.0,0.03,-3.9,1.3,-2.6,0.0,0,0
1990-1991,Will Perdue,17,198.0,13.2,0.558,0.0,0.415,21.2,20.5,20.8,2.9,0.6,3.0,18.3,18.0,0.2,0.4,0.5,0.13,-2.6,-1.5,-4.2,-0.1,0,0
1990-1991,William Bedford,8,65.0,7.4,0.315,0.083,0.583,14.6,23.2,18.7,8.6,1.6,4.0,11.7,22.9,-0.2,0.1,-0.1,-0.05,-6.1,0.2,-5.9,-0.1,0,0
1990-1991,Willie Anderson,4,159.0,11.8,0.515,0.147,0.191,1.5,12.9,7.1,18.8,1.8,0.8,15.0,22.6,-0.1,0.1,0.0,0.007,-1.9,0.3,-1.6,0.0,0,0
1990-1991,Xavier McDaniel,4,101.0,4.3,0.435,0.024,0.146,4.3,13.6,8.6,9.2,0.0,1.3,18.6,23.1,-0.3,0.1,-0.3,-0.132,-3.4,-2.7,-6.0,-0.1,0,0
1990-1991,Sarunas Marciulionis,9,206.0,19.1,0.588,0.012,0.464,4.5,8.6,6.5,18.8,2.6,0.3,12.2,24.1,0.4,0.1,0.5,0.122,2.3,0.2,2.4,0.2,0,1
1991-1992,A.C. Green,4,153.0,14.6,0.519,0.0,0.59,11.4,17.4,14.3,7.9,2.4,0.0,9.2,16.2,0.2,0.1,0.3,0.085,1.3,-1.2,0.2,0.1,0,0
1991-1992,Alaa Abdelnaby,8,25.0,8.6,0.51,0.0,0.4,0.0,19.4,9.8,12.9,0.0,0.0,14.5,23.7,0.0,0.0,0.0,-0.005,-4.2,-0.4,-4.6,0.0,0,0
1991-1992,Alan Ogg,3,15.0,10.2,0.387,0.0,0.667,0.0,8.4,4.1,0.0,3.4,11.8,0.0,11.6,0.0,0.0,0.0,-0.026,-5.4,5.5,0.1,0.0,0,0
1991-1992,Alec Kessler,2,12.0,-2.8,0.347,0.0,1.0,0.0,10.5,5.1,0.0,0.0,0.0,25.8,14.5,0.0,0.0,-0.1,-0.221,-9.0,-4.0,-13.0,0.0,0,0
1991-1992,Alton Lister,4,47.0,8.2,0.465,0.0,0.333,6.9,20.9,13.5,2.8,0.0,5.4,14.9,17.6,0.0,0.0,0.0,-0.016,-6.0,-1.0,-7.1,-0.1,0,0
1991-1992,Andrew Lang,8,192.0,6.8,0.465,0.0,0.475,9.3,10.3,9.8,1.3,0.8,4.8,14.2,12.2,0.0,0.1,0.1,0.026,-4.3,-0.5,-4.8,-0.1,0,0
1991-1992,Anthony Mason,12,288.0,10.3,0.542,0.0,0.651,11.7,20.6,16.1,5.4,0.4,2.0,16.6,10.7,0.2,0.5,0.8,0.13,-1.4,1.5,0.1,0.1,0,0
1991-1992,Antoine Carr,3,109.0,21.0,0.578,0.045,0.364,8.5,17.4,12.7,4.3,0.9,6.2,7.3,21.7,0.2,0.0,0.3,0.125,2.0,1.1,3.0,0.1,0,0
1991-1992,B.J. Armstrong,22,434.0,11.4,0.517,0.122,0.273,0.6,6.2,3.4,16.5,1.7,0.0,10.4,18.3,0.3,0.5,0.8,0.09,-0.7,0.1,-0.6,0.2,0,0
1991-1992,Benoit Benjamin,9,161.0,15.3,0.562,0.024,0.439,7.6,28.1,17.7,4.6,1.6,5.3,14.1,15.4,0.1,0.2,0.3,0.09,-0.4,2.0,1.5,0.1,0,0
1991-1992,Bill Cartwright,22,612.0,6.5,0.474,0.0,0.267,5.8,13.7,9.8,8.7,1.0,0.5,17.2,11.7,-0.3,0.9,0.6,0.048,-2.7,0.3,-2.4,-0.1,0,0
1991-1992,Bill Laimbeer,5,145.0,8.6,0.425,0.217,0.109,4.1,21.3,13.1,10.5,1.5,0.5,9.4,17.7,-0.2,0.3,0.1,0.044,-2.9,0.9,-2.0,0.0,0,0
1991-1992,Billy Owens,4,157.0,18.3,0.559,0.0,0.474,9.0,15.7,12.1,11.9,2.5,0.8,8.0,19.5,0.3,0.1,0.4,0.127,2.8,0.0,2.8,0.2,0,0
1991-1992,Bimbo Coles,3,45.0,21.2,0.799,0.1,1.0,5.3,14.0,9.5,22.4,3.4,0.0,25.8,19.3,0.1,0.0,0.1,0.129,3.2,2.1,5.3,0.1,0,0
1991-1992,Blue Edwards,16,354.0,11.3,0.516,0.09,0.288,8.0,10.0,9.0,7.8,3.5,0.6,16.7,19.3,-0.1,0.4,0.3,0.036,-2.0,0.8,-1.2,0.1,0,0
1991-1992,Bo Kimble,3,5.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,0.0,0.0,50.0,18.1,0.0,0.0,0.0,-0.43,-20.9,-3.1,-24.0,0.0,0,0
1991-1992,Bob Hansen,9,69.0,10.7,0.472,0.273,0.136,7.1,8.8,7.9,21.5,0.8,0.0,7.9,16.8,0.1,0.1,0.1,0.102,-0.7,0.6,-0.1,0.0,0,0
1991-1992,Bob McCann,1,13.0,6.1,0.5,0.0,0.0,9.2,8.5,8.8,0.0,0.0,5.1,25.0,29.7,-0.1,0.0,0.0,-0.167,-6.4,-2.5,-8.9,0.0,0,0
1991-1992,Bob Thornton,7,32.0,9.9,0.518,0.0,0.8,16.1,19.1,17.6,4.4,0.0,0.0,12.9,11.0,0.0,0.0,0.1,0.086,-0.5,-2.2,-2.7,0.0,0,0
1991-1992,Bobby Phills,5,12.0,38.9,0.511,0.111,0.444,20.8,36.9,29.3,89.7,4.4,0.0,15.7,48.2,0.0,0.0,0.1,0.255,8.4,5.5,14.0,0.0,0,0
1991-1992,Brad Daugherty,17,687.0,20.3,0.612,0.004,0.617,6.7,22.1,14.8,13.7,0.8,1.4,11.0,22.2,1.8,1.0,2.7,0.19,3.8,0.5,4.3,1.1,0,0
1991-1992,Brad Sellers,2,13.0,24.5,0.615,0.0,0.5,0.0,0.0,0.0,31.3,0.0,10.1,0.0,18.1,0.1,0.0,0.1,0.241,8.2,5.6,13.9,0.1,0,0
1991-1992,Brian Shaw,3,85.0,11.9,0.537,0.167,0.267,2.8,16.3,9.4,24.1,1.2,0.0,17.3,21.3,0.0,-0.1,-0.1,-0.031,-1.8,-0.9,-2.7,0.0,0,0
1991-1992,Buck Williams,21,758.0,11.0,0.591,0.0,0.7,9.9,18.9,14.4,4.0,1.8,1.5,20.9,12.2,0.4,1.0,1.5,0.092,-1.0,0.2,-0.8,0.2,0,0
1991-1992,Byron Scott,4,148.0,19.3,0.671,0.273,0.614,2.3,6.0,4.1,17.8,2.1,0.5,8.2,18.8,0.5,0.0,0.5,0.17,5.5,1.0,6.5,0.3,0,0
1991-1992,Cedric Ceballos,8,188.0,20.2,0.579,0.0,0.375,12.7,19.2,16.0,9.9,1.5,2.0,10.6,23.1,0.4,0.2,0.5,0.135,3.7,-0.2,3.5,0.3,0,0
1991-1992,Charles Oakley,12,354.0,9.7,0.458,0.0,0.466,15.0,22.3,18.6,3.5,1.3,1.0,17.7,11.2,0.0,0.7,0.7,0.102,-2.1,0.5,-1.6,0.0,0,0
1991-1992,Charles Smith,5,148.0,12.3,0.463,0.0,0.268,7.7,14.7,11.1,9.2,1.4,5.5,13.8,22.2,-0.1,0.2,0.1,0.026,-3.6,1.3,-2.3,0.0,0,0
1991-1992,Chris Dudley,4,77.0,13.1,0.4,0.0,0.571,16.5,18.2,17.3,4.8,1.3,8.4,5.4,9.8,0.0,0.1,0.1,0.085,-2.1,2.1,-0.1,0.0,0,0
1991-1992,Chris Gatling,4,81.0,25.4,0.646,0.0,0.759,12.1,24.3,17.8,0.0,1.2,7.8,2.5,20.1,0.3,0.1,0.4,0.245,4.0,1.5,5.5,0.2,0,0
1991-1992,Chris Morris,4,135.0,19.1,0.605,0.172,0.155,8.0,7.8,7.9,5.8,2.6,3.4,11.4,21.1,0.2,0.1,0.3,0.105,4.1,1.7,5.7,0.3,0,0
1991-1992,Chris Mullin*,4,168.0,11.2,0.513,0.19,0.222,1.9,6.6,4.1,9.9,1.4,0.8,10.4,18.8,0.1,0.0,0.1,0.017,0.2,-2.4,-2.2,0.0,0,1
1991-1992,Chuck Person,3,118.0,8.4,0.488,0.319,0.255,1.0,7.8,4.4,10.2,0.9,0.0,10.3,22.5,-0.1,0.0,-0.2,-0.065,-2.0,-3.8,-5.8,-0.1,0,0
1991-1992,Chucky Brown,3,44.0,13.5,0.439,0.053,0.316,7.9,23.1,15.2,9.1,0.0,3.1,4.4,23.6,0.0,0.0,0.0,-0.014,1.1,-0.9,0.2,0.0,0,0
1991-1992,Cliff Levingston,22,191.0,9.6,0.462,0.018,0.491,10.9,15.3,13.1,7.0,1.1,2.2,13.7,19.3,-0.1,0.3,0.2,0.05,-3.7,-0.4,-4.0,-0.1,0,0
1991-1992,Cliff Robinson,3,24.0,12.7,0.407,0.0,0.8,9.7,21.2,15.2,7.5,6.6,2.9,12.9,29.6,-0.1,0.1,0.0,-0.043,-6.3,3.1,-3.2,0.0,0,0
1991-1992,Clifford Robinson,21,522.0,12.9,0.492,0.03,0.391,5.9,14.6,10.3,12.7,2.1,2.7,10.8,21.4,0.1,0.7,0.8,0.074,-1.5,1.5,0.1,0.3,0,0
