Season,Player,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Final MVP,HOF
1963-1964,Frank Ramsey*,10,138.0,10.7,0.429,0.033,0.333,5.04,13.9,9.46,10.8,1.14,1.74,12.24,22.08,0.0,0.3,0.3,0.088,-1.38,0.0,-1.4,,0,1
1963-1964,Guy Rodgers*,12,419.0,12.2,0.379,0.023,0.272,4.84,13.54,6.9,29.1,1.32,1.04,14.72,22.08,-0.5,0.8,0.2,0.027,1.88,-0.18,1.7,,0,1
1963-1964,Hal Greer*,5,211.0,15.1,0.477,0.017,0.411,5.7,10.68,10.42,21.1,1.38,1.4,12.66,24.36,0.3,0.0,0.3,0.067,4.08,-0.32,3.76,,0,1
1963-1964,Jack Twyman*,10,354.0,18.0,0.519,0.022,0.278,8.3,20.18,14.18,7.6,1.4,2.38,15.18,24.0,0.9,0.2,1.1,0.15,3.26,1.3,4.52,,0,1
1963-1964,Jerry Lucas*,10,370.0,13.6,0.438,0.021,0.301,8.04,21.8,13.32,13.1,1.36,2.14,14.86,23.02,0.0,0.3,0.3,0.042,2.22,1.38,3.56,,0,1
1963-1964,Jerry West*,5,206.0,25.1,0.564,0.017,0.461,5.88,11.4,9.8,17.3,1.96,1.52,13.42,22.78,1.0,-0.1,0.9,0.21,2.98,0.32,3.3,,0,1
1963-1964,John Havlicek*,10,289.0,15.7,0.44,0.009,0.277,8.66,16.08,12.7,17.8,1.5,1.46,13.22,21.64,0.0,0.7,0.7,0.12,1.24,0.22,1.48,,0,1
1963-1964,K.C. Jones*,10,312.0,9.9,0.38,0.009,0.347,5.2,10.62,8.74,28.9,2.04,0.62,12.24,19.14,-0.2,1.0,0.8,0.119,1.88,0.32,2.22,,0,1
1963-1964,Lenny Wilkens*,12,413.0,15.5,0.51,0.023,0.406,4.84,13.54,9.14,22.8,1.32,1.04,14.72,22.08,0.8,0.2,0.9,0.108,1.88,-0.18,1.7,,0,1
1963-1964,Nate Thurmond*,12,410.0,12.9,0.503,0.023,0.552,6.12,17.98,12.0,3.2,1.0,1.36,14.72,22.34,0.4,0.7,1.2,0.136,1.46,-0.18,1.28,,0,1
1963-1964,Oscar Robertson*,10,471.0,24.7,0.568,0.008,0.629,6.42,15.3,10.84,28.0,1.22,1.46,12.82,23.62,2.0,0.4,2.4,0.245,3.38,0.06,3.44,,0,1
1963-1964,Richie Guerin*,12,428.0,15.9,0.526,0.023,0.503,4.22,8.38,5.74,17.4,1.66,0.86,12.76,21.78,1.1,0.1,1.2,0.137,2.18,-0.12,2.08,,0,1
1963-1964,Sam Jones*,10,356.0,21.5,0.553,0.022,0.378,8.3,20.18,14.3,11.2,1.4,2.38,15.18,24.0,1.5,0.7,2.1,0.29,3.26,1.3,4.52,,0,1
1963-1964,Tom Heinsohn*,10,308.0,17.0,0.438,0.009,0.233,6.46,16.32,11.7,13.9,1.22,1.5,12.24,19.14,0.0,0.9,0.9,0.133,1.32,-0.04,1.3,,0,1
1963-1964,Wilt Chamberlain*,12,558.0,31.3,0.543,0.025,0.432,3.48,9.78,11.52,12.5,2.2,0.68,13.12,24.58,2.3,1.5,3.8,0.323,1.78,-0.02,1.78,,0,1
1963-1964,Zelmo Beaty*,12,436.0,13.8,0.555,0.023,0.636,4.98,11.42,9.66,4.0,1.48,1.0,12.76,21.78,1.0,0.2,1.2,0.131,2.0,-0.4,1.62,,0,1
1964-1965,Bob Pettit*,4,95.0,15.3,0.462,0.115,0.488,5.64,13.86,9.94,12.0,0.84,1.3,13.54,19.34,0.0,0.2,0.2,0.097,-2.66,-1.04,-3.74,,0,1
1964-1965,Chet Walker*,11,469.0,14.6,0.541,0.008,0.434,6.76,16.46,13.28,5.6,1.46,1.1,12.82,23.62,1.0,0.3,1.3,0.137,2.06,0.04,2.12,,0,1
1964-1965,Cliff Hagan*,4,123.0,15.8,0.461,0.033,0.16,6.32,17.96,12.18,9.8,1.1,1.36,11.6,23.62,0.0,0.2,0.2,0.082,1.08,-0.42,0.68,,0,1
1964-1965,Elgin Baylor*,1,5.0,-6.2,0.0,0.111,0.0,5.1,12.0,8.14,22.9,0.48,2.26,12.2,19.42,0.0,0.0,0.0,-0.451,-6.06,-1.54,-7.58,,0,1
1964-1965,Gus Johnson*,10,377.0,12.7,0.409,0.022,0.266,7.14,21.4,13.96,12.3,1.12,1.8,14.86,23.02,-0.4,0.3,-0.1,-0.008,1.16,1.06,2.2,,0,1
1964-1965,Hal Greer*,11,505.0,17.3,0.521,0.013,0.392,6.42,14.72,9.56,16.5,2.02,1.72,13.46,24.68,1.1,0.4,1.5,0.139,2.94,0.54,3.5,,0,1
1964-1965,Jack Twyman*,4,97.0,10.6,0.464,0.115,0.229,3.96,10.32,7.36,4.7,1.12,0.92,15.66,19.16,0.0,0.0,0.0,0.018,-2.84,-1.4,-4.28,,0,1
1964-1965,Jerry Lucas*,4,195.0,19.4,0.549,0.017,0.293,6.34,9.18,12.02,7.0,2.04,1.38,13.42,22.78,0.5,0.0,0.5,0.114,2.98,0.28,3.26,,0,1
1964-1965,Jerry West*,11,470.0,26.7,0.534,0.008,0.439,6.42,15.3,11.02,22.6,1.22,1.46,12.82,23.62,1.9,0.0,1.9,0.189,3.38,0.06,3.44,,0,1
1964-1965,John Havlicek*,12,405.0,12.3,0.405,0.022,0.22,6.12,17.98,12.0,9.7,1.0,1.36,14.72,22.34,-0.7,0.9,0.2,0.025,1.46,-0.18,1.28,,0,1
1964-1965,K.C. Jones*,12,396.0,11.6,0.489,0.022,0.433,5.8,16.06,10.9,22.1,1.22,1.04,14.86,23.02,0.4,0.9,1.3,0.156,1.32,0.02,1.36,,0,1
1964-1965,Lenny Wilkens*,4,147.0,11.7,0.459,0.01,0.509,5.04,13.9,9.46,14.1,1.14,1.74,12.24,22.08,0.0,0.2,0.2,0.071,-1.38,-0.0,-1.4,,0,1
1964-1965,Oscar Robertson*,4,195.0,20.8,0.528,0.017,0.438,5.2,7.58,5.6,37.1,2.08,1.16,13.32,23.24,0.5,0.0,0.5,0.126,2.52,0.26,2.78,,0,1
1964-1965,Richie Guerin*,4,125.0,15.1,0.454,0.033,0.385,5.5,18.5,12.18,25.5,1.66,1.64,12.26,25.02,0.0,0.2,0.2,0.083,0.96,1.04,2.0,,0,1
1964-1965,Sam Jones*,12,495.0,18.4,0.518,0.013,0.286,5.94,14.24,11.96,8.9,1.7,1.88,13.38,23.36,1.2,0.8,2.0,0.195,2.14,0.3,2.44,,0,1
1964-1965,Tom Heinsohn*,12,276.0,12.3,0.39,0.022,0.177,5.2,10.84,11.36,11.6,1.88,0.82,14.8,23.26,-0.6,0.7,0.1,0.017,0.96,-0.24,0.72,,0,1
1964-1965,Walt Bellamy*,10,427.0,18.8,0.527,0.023,0.582,4.22,8.38,5.94,11.0,1.66,0.86,12.76,21.78,0.9,0.4,1.3,0.143,2.18,-0.12,2.08,,0,1
1964-1965,Wilt Chamberlain*,11,536.0,27.1,0.552,0.024,0.586,3.82,10.2,7.7,14.2,2.22,0.76,13.78,23.12,1.7,0.8,2.5,0.222,2.92,0.06,3.02,,0,1
1964-1965,Zelmo Beaty*,4,154.0,17.6,0.55,0.01,0.424,6.28,16.12,12.02,1.0,1.24,1.64,12.6,21.14,0.4,0.2,0.6,0.194,-1.32,0.16,-1.18,,0,1
1965-1966,Billy Cunningham*,4,69.0,6.1,0.286,0.111,0.419,1.3,6.62,6.46,20.1,1.84,0.94,9.92,19.94,-0.4,0.1,-0.2,-0.153,-2.1,0.58,-1.54,,0,1
1965-1966,Chet Walker*,5,181.0,12.9,0.47,0.005,0.484,5.94,9.66,11.26,12.6,2.12,1.12,13.02,22.4,0.1,0.3,0.3,0.085,1.56,0.48,2.04,,0,1
1965-1966,Cliff Hagan*,10,200.0,16.6,0.519,0.017,0.278,6.34,9.18,11.42,13.2,2.04,1.38,13.42,22.78,0.4,0.1,0.5,0.113,2.98,0.28,3.26,,0,1
1965-1966,Elgin Baylor*,14,586.0,21.0,0.501,0.02,0.32,7.24,13.5,9.18,12.9,1.92,2.12,12.42,26.86,0.8,0.5,1.3,0.107,2.56,0.14,2.68,,0,1
1965-1966,Gail Goodrich*,11,290.0,12.5,0.518,0.009,0.467,8.66,16.08,11.46,14.5,1.5,1.46,13.22,21.64,0.4,0.2,0.5,0.088,1.24,0.22,1.48,,0,1
1965-1966,Gus Johnson*,1,8.0,-4.2,0.25,0.111,0.0,3.92,30.9,16.5,0.0,0.48,13.7,12.2,19.42,0.0,0.0,0.0,-0.28,-5.18,4.68,-0.5,,0,1
1965-1966,Hal Greer*,5,226.0,9.7,0.405,0.024,0.253,5.88,16.02,12.28,14.3,1.54,1.36,12.66,24.36,-0.3,0.3,0.0,0.002,3.18,-0.06,3.14,,0,1
1965-1966,Jack Twyman*,2,11.0,9.0,0.512,0.111,0.5,3.92,30.9,16.5,0.0,0.48,13.7,12.2,19.42,0.0,0.0,0.0,0.072,-5.18,4.68,-0.5,,0,1
1965-1966,Jerry Lucas*,5,231.0,20.2,0.533,0.024,0.412,8.06,17.04,11.46,9.4,1.32,1.44,13.72,23.88,0.4,0.1,0.5,0.114,2.2,-0.58,1.64,,0,1
1965-1966,Jerry West*,14,619.0,24.7,0.581,0.021,0.35,7.94,15.78,11.56,20.1,1.6,2.22,12.66,23.68,2.7,0.4,3.1,0.237,2.06,0.12,2.2,,0,1
1965-1966,John Havlicek*,17,719.0,16.3,0.473,0.025,0.302,7.34,19.1,14.26,14.4,1.78,1.5,12.94,20.9,0.3,1.2,1.5,0.102,3.48,0.86,4.32,,0,1
1965-1966,K.C. Jones*,17,543.0,8.5,0.481,0.025,0.523,6.08,13.44,10.32,17.1,1.98,0.92,13.78,23.12,0.2,0.8,1.0,0.089,2.14,-0.14,2.02,,0,1
1965-1966,Lenny Wilkens*,10,391.0,14.0,0.476,0.022,0.58,6.02,16.22,9.94,23.7,1.24,0.84,14.86,23.02,0.2,0.3,0.5,0.06,0.84,0.14,1.02,,0,1
1965-1966,Oscar Robertson*,5,224.0,24.3,0.53,0.024,0.567,5.68,12.8,10.22,29.1,1.62,1.6,12.66,24.36,0.6,0.1,0.7,0.158,4.86,0.04,4.9,,0,1
1965-1966,Richie Guerin*,10,399.0,17.2,0.535,0.022,0.478,6.52,15.52,11.02,27.5,1.4,0.98,14.86,23.02,0.8,0.3,1.1,0.133,1.74,-0.02,1.74,,0,1
1965-1966,Sam Jones*,17,602.0,19.6,0.524,0.021,0.397,7.74,14.52,10.92,13.9,1.74,2.26,12.66,23.68,1.4,0.8,2.2,0.179,1.9,0.1,2.02,,0,1
1965-1966,Wilt Chamberlain*,5,240.0,26.0,0.5,0.024,0.618,8.5,19.8,13.92,11.2,1.52,2.34,13.72,23.88,0.3,0.6,1.0,0.193,2.5,0.48,3.0,,0,1
1965-1966,Zelmo Beaty*,10,418.0,16.1,0.547,0.023,0.392,5.16,14.52,9.88,7.3,1.14,1.48,14.72,22.08,0.8,0.3,1.1,0.131,1.24,-0.2,1.04,,0,1
1966-1967,Billy Cunningham*,15,339.0,15.4,0.432,0.025,0.407,6.34,16.02,11.12,13.4,2.12,1.48,13.88,23.44,-0.1,0.5,0.4,0.056,2.96,0.82,3.76,,0,1
1966-1967,Chet Walker*,15,551.0,17.6,0.546,0.025,0.484,3.48,9.78,10.32,7.6,2.2,0.68,12.5,24.62,1.7,0.6,2.3,0.201,1.78,-0.02,1.78,,0,1
1966-1967,Elgin Baylor*,3,121.0,16.2,0.419,0.033,0.263,6.32,17.96,12.18,11.4,1.1,1.36,10.56,24.28,-0.1,0.0,-0.1,-0.035,1.08,-0.42,0.68,,0,1
1966-1967,Gail Goodrich*,3,81.0,10.9,0.424,0.115,0.581,4.48,10.2,7.34,16.5,2.18,0.76,12.18,20.06,0.0,0.0,0.0,-0.01,-2.32,0.12,-2.2,,0,1
1966-1967,Guy Rodgers*,3,97.0,10.3,0.403,0.115,0.125,5.8,12.26,8.94,26.3,1.46,1.22,15.96,21.52,-0.1,0.0,-0.1,-0.04,-1.92,-0.8,-2.74,,0,1
1966-1967,Hal Greer*,15,688.0,16.1,0.487,0.025,0.315,5.46,11.7,8.62,15.6,1.82,1.34,14.76,19.08,1.1,0.8,1.9,0.131,3.32,0.34,3.62,,0,1
1966-1967,Jerry Lucas*,4,183.0,12.5,0.447,0.005,0.036,5.94,9.66,11.26,5.4,2.12,1.12,12.56,23.4,0.0,-0.2,-0.1,-0.037,1.56,0.48,2.04,,0,1
1966-1967,Jerry West*,1,1.0,18.1,0.197,0.111,0.1,3.28,35.26,18.46,0.0,1.08,14.2,12.2,19.42,0.0,0.0,0.0,0.01,-2.9,5.76,2.88,,0,1
1966-1967,John Havlicek*,9,330.0,20.8,0.508,0.022,0.335,6.34,16.02,11.12,12.9,2.12,1.48,11.58,20.92,0.9,0.3,1.2,0.175,2.96,0.82,3.76,,0,1
1966-1967,K.C. Jones*,9,254.0,6.7,0.356,0.033,0.24,4.98,12.92,8.84,22.2,1.5,1.58,11.72,22.32,-0.3,0.3,0.0,-0.009,1.58,0.62,2.24,,0,1
1966-1967,Lenny Wilkens*,9,378.0,18.5,0.523,0.022,0.621,6.78,18.88,11.36,25.3,1.4,1.36,14.86,23.02,0.9,0.4,1.3,0.164,2.3,0.76,3.06,,0,1
1966-1967,Nate Thurmond*,15,690.0,16.0,0.467,0.025,0.423,6.38,14.34,13.66,8.1,1.84,1.44,14.76,19.08,0.4,1.4,1.8,0.123,2.94,0.52,3.42,,0,1
1966-1967,Oscar Robertson*,4,183.0,22.9,0.617,0.005,0.578,5.94,9.66,7.4,32.5,2.12,1.12,11.98,23.6,0.8,-0.1,0.7,0.19,1.56,0.48,2.04,,0,1
1966-1967,Richie Guerin*,9,228.0,13.8,0.484,0.024,0.349,5.38,15.28,10.82,25.3,1.62,1.4,11.9,25.94,0.3,0.2,0.5,0.101,2.88,0.18,3.06,,0,1
1966-1967,Rick Barry*,15,614.0,20.8,0.467,0.021,0.321,7.74,14.52,14.28,14.5,1.74,2.26,12.66,23.68,0.8,0.8,1.6,0.122,1.9,0.1,2.02,,0,1
1966-1967,Sam Jones*,9,326.0,19.5,0.516,0.025,0.28,5.82,13.62,9.74,13.1,1.78,1.34,11.58,20.92,0.9,0.3,1.2,0.178,2.98,0.34,3.3,,0,1
1966-1967,Walt Bellamy*,4,157.0,18.9,0.547,0.01,0.537,7.8,14.76,12.02,10.5,1.38,1.7,12.6,21.14,0.4,0.2,0.5,0.167,0.84,0.16,0.98,,0,1
1966-1967,Willis Reed*,4,148.0,25.3,0.604,0.01,0.313,7.1,15.82,11.42,7.7,1.22,2.48,11.84,23.08,0.8,0.1,0.9,0.297,0.3,0.14,0.42,,0,1
1966-1967,Wilt Chamberlain*,15,718.0,25.3,0.546,0.025,0.702,7.34,19.1,13.26,23.9,1.78,1.5,12.94,20.9,1.8,2.0,3.8,0.253,3.48,0.86,4.32,,0,1
1966-1967,Zelmo Beaty*,9,318.0,15.1,0.539,0.009,0.625,8.3,21.12,15.0,5.5,1.14,2.3,12.24,19.14,0.7,0.3,1.0,0.147,3.06,0.22,3.28,,0,1
1967-1968,Bill Bradley*,6,64.0,11.4,0.489,0.111,0.464,6.14,7.82,9.94,4.3,1.36,1.02,8.36,20.64,0.1,0.0,0.1,0.054,-1.92,-0.66,-2.6,,0,1
1967-1968,Billy Cunningham*,3,86.0,24.6,0.614,0.115,0.395,10.48,15.98,13.26,19.2,1.0,2.18,12.02,20.6,0.4,0.1,0.6,0.323,0.22,-1.04,-0.84,,0,1
1967-1968,Chet Walker*,13,485.0,13.8,0.478,0.008,0.533,7.4,17.86,14.14,7.0,1.78,2.36,12.14,25.0,0.3,0.6,0.9,0.086,2.42,0.68,3.14,,0,1
1967-1968,Dave Bing*,6,254.0,17.0,0.455,0.033,0.271,4.98,12.92,9.72,18.0,1.5,1.58,12.5,20.88,0.0,0.4,0.4,0.066,1.58,0.62,2.24,,0,1
1967-1968,Dave DeBusschere*,6,263.0,15.7,0.461,0.022,0.425,4.78,13.14,9.5,6.8,1.64,1.08,13.86,23.36,0.0,0.5,0.5,0.098,1.32,0.12,1.46,,0,1
1967-1968,Elgin Baylor*,15,633.0,23.0,0.503,0.015,0.298,6.78,16.84,12.66,14.8,1.48,1.84,14.1,22.96,1.1,0.8,1.9,0.142,2.04,0.16,2.24,,0,1
1967-1968,Gail Goodrich*,10,100.0,19.8,0.546,0.047,0.383,4.58,13.62,8.9,20.3,1.3,0.5,15.56,22.18,0.3,0.1,0.4,0.179,-0.24,-0.5,-0.74,,0,1
1967-1968,Hal Greer*,13,553.0,17.6,0.512,0.025,0.399,3.48,9.78,10.32,14.9,2.2,0.68,13.12,24.58,1.0,0.7,1.7,0.147,1.78,-0.02,1.78,,0,1
1967-1968,Jerry West*,15,622.0,25.1,0.596,0.021,0.54,7.94,15.78,11.56,20.2,1.6,2.22,14.1,22.96,3.1,0.5,3.6,0.278,2.06,0.12,2.2,,0,1
1967-1968,John Havlicek*,19,862.0,19.9,0.521,0.025,0.371,6.88,14.92,14.28,23.6,1.42,1.2,11.68,23.72,1.8,1.1,2.8,0.157,3.2,0.08,3.26,,0,1
1967-1968,Lenny Wilkens*,6,237.0,16.8,0.506,0.024,0.44,3.88,12.04,11.14,29.5,1.84,1.32,11.5,25.66,0.3,0.2,0.5,0.105,2.42,0.16,2.58,,0,1
1967-1968,Sam Jones*,19,685.0,14.0,0.483,0.025,0.229,5.68,12.2,8.66,10.8,2.24,1.34,14.76,19.08,0.6,0.5,1.1,0.074,3.18,0.72,3.86,,0,1
1967-1968,Walt Bellamy*,6,277.0,15.2,0.468,0.022,0.449,5.84,15.0,12.84,10.0,1.66,1.28,14.8,24.62,0.1,0.2,0.2,0.041,1.64,-0.16,1.48,,0,1
1967-1968,Walt Frazier*,4,119.0,13.6,0.464,0.033,0.545,5.14,18.28,11.86,25.7,1.58,1.8,12.42,24.36,0.0,0.1,0.1,0.043,0.9,1.2,2.1,,0,1
1967-1968,Willis Reed*,6,210.0,20.1,0.576,0.017,0.306,6.28,12.46,13.54,7.9,1.86,2.16,13.42,22.78,0.7,0.1,0.8,0.183,4.1,0.6,4.7,,0,1
1967-1968,Wilt Chamberlain*,13,631.0,22.7,0.511,0.015,0.681,6.78,16.84,11.72,19.6,1.48,1.84,14.1,22.96,0.9,1.6,2.5,0.191,2.04,0.16,2.24,,0,1
1967-1968,Zelmo Beaty*,6,239.0,18.9,0.555,0.024,0.598,8.48,17.36,11.78,9.5,1.36,2.1,13.72,23.88,0.6,0.2,0.8,0.167,1.94,-0.16,1.8,,0,1
1968-1969,Bill Bradley*,10,419.0,13.7,0.506,0.023,0.277,3.98,10.5,4.92,13.2,1.32,1.0,14.72,22.08,0.6,0.5,1.1,0.124,1.52,-0.3,1.22,,0,1
1968-1969,Billy Cunningham*,5,217.0,15.8,0.456,0.017,0.325,6.1,11.72,11.68,8.9,1.28,1.38,12.66,24.36,0.1,0.0,0.1,0.013,4.02,-0.42,3.62,,0,1
1968-1969,Chet Walker*,4,109.0,17.7,0.559,0.033,0.279,5.82,14.44,9.9,11.5,0.98,0.7,14.52,20.98,0.3,0.0,0.3,0.132,0.1,-0.5,-0.4,,0,1
1968-1969,Dave DeBusschere*,10,419.0,14.0,0.416,0.023,0.287,4.1,12.3,5.86,10.7,1.2,0.96,14.72,22.08,-0.3,0.6,0.4,0.04,1.94,-0.32,1.64,,0,1
1968-1969,Earl Monroe*,4,171.0,17.4,0.443,0.01,0.272,5.94,9.66,9.56,15.1,2.12,1.12,13.02,22.4,0.0,0.0,0.0,0.008,1.56,0.48,2.04,,0,1
1968-1969,Elgin Baylor*,18,640.0,14.9,0.432,0.015,0.349,6.7,16.12,11.74,17.6,1.92,0.88,15.18,20.2,-0.2,1.1,0.9,0.067,1.68,0.34,2.06,,0,1
1968-1969,Elvin Hayes*,6,278.0,19.9,0.564,0.022,0.465,8.76,17.52,14.16,2.8,1.44,1.54,14.8,24.62,0.9,0.0,0.9,0.158,2.0,-0.46,1.54,,0,1
1968-1969,Hal Greer*,5,204.0,10.4,0.413,0.017,0.444,5.88,11.4,10.18,15.6,1.96,1.52,13.42,22.78,-0.1,0.0,-0.2,-0.038,2.98,0.32,3.3,,0,1
1968-1969,Jerry West*,18,757.0,25.2,0.542,0.025,0.482,6.82,20.24,14.52,31.6,1.68,2.08,12.98,21.54,3.2,1.1,4.3,0.274,4.96,1.1,6.08,,1,1
1968-1969,John Havlicek*,18,850.0,19.5,0.517,0.025,0.361,6.88,14.92,14.28,17.5,1.42,1.2,12.66,23.1,2.0,0.8,2.8,0.161,3.2,0.08,3.26,,0,1
1968-1969,Nate Thurmond*,6,263.0,17.8,0.427,0.037,0.333,3.64,9.82,8.62,17.6,1.66,1.06,11.72,22.32,-0.1,0.6,0.5,0.095,2.32,0.1,2.46,,0,1
1968-1969,Richie Guerin*,3,32.0,6.3,0.307,0.111,0.5,5.46,13.46,9.04,26.9,0.98,0.56,12.2,19.42,0.0,0.1,0.0,0.039,-4.4,-1.14,-5.52,,0,1
1968-1969,Sam Jones*,18,514.0,15.0,0.464,0.013,0.233,7.94,16.36,7.96,11.4,1.74,1.26,14.48,22.38,0.4,0.3,0.7,0.069,2.48,0.04,2.54,,0,1
1968-1969,Walt Frazier*,10,415.0,21.3,0.525,0.023,0.322,4.96,12.8,9.22,33.0,1.44,0.8,14.72,22.08,1.1,0.6,1.7,0.198,1.68,-0.28,1.4,,0,1
1968-1969,Wes Unseld*,4,165.0,20.7,0.574,0.01,0.333,5.42,9.26,9.14,4.4,2.14,1.06,12.6,21.14,0.5,0.0,0.5,0.149,0.44,0.44,0.86,,0,1
1968-1969,Willis Reed*,10,429.0,22.0,0.562,0.023,0.354,4.22,8.38,6.48,6.9,1.66,0.86,12.76,21.78,1.6,0.6,2.2,0.242,2.18,-0.12,2.08,,0,1
1968-1969,Wilt Chamberlain*,18,832.0,18.3,0.518,0.025,0.841,6.88,14.92,14.28,7.8,1.42,1.2,12.66,23.1,1.1,1.9,3.1,0.177,3.2,0.08,3.26,,0,1
1968-1969,Zelmo Beaty*,11,473.0,17.3,0.468,0.008,0.271,6.78,16.3,9.72,8.4,1.4,1.44,12.82,23.62,0.4,0.7,1.1,0.108,2.26,0.06,2.34,,0,1
1969-1970,Bill Bradley*,19,616.0,11.1,0.466,0.021,0.185,7.94,15.78,11.78,12.5,1.6,2.22,12.66,23.68,0.1,0.8,0.9,0.068,2.06,0.12,2.2,,0,1
1969-1970,Billy Cunningham*,5,205.0,20.9,0.526,0.017,0.293,5.88,11.4,11.42,14.1,1.96,1.52,13.42,22.78,0.5,-0.1,0.4,0.093,2.98,0.32,3.3,,0,1
1969-1970,Bob Dandridge*,10,399.0,15.3,0.527,0.022,0.204,5.8,16.06,10.9,18.7,1.22,1.04,14.86,23.02,0.6,0.2,0.8,0.094,1.32,0.02,1.36,,0,1
1969-1970,Chet Walker*,5,178.0,16.0,0.497,0.005,0.398,5.94,9.66,11.26,8.4,2.12,1.12,13.02,22.4,0.2,0.1,0.3,0.09,1.56,0.48,2.04,,0,1
1969-1970,Connie Hawkins*,7,328.0,19.1,0.497,0.025,0.44,5.82,13.62,9.74,18.1,1.78,1.34,11.58,20.92,0.4,0.5,0.9,0.137,2.98,0.34,3.3,,0,1
1969-1970,Dave DeBusschere*,19,701.0,14.4,0.45,0.025,0.22,4.8,11.08,12.08,8.7,1.82,1.4,14.76,19.08,-0.2,1.3,1.1,0.075,2.76,0.12,2.86,,0,1
1969-1970,Earl Monroe*,7,299.0,20.3,0.543,0.009,0.39,6.72,18.48,12.38,16.2,1.16,1.84,10.98,20.96,0.9,0.4,1.3,0.201,2.52,0.42,3.0,,0,1
1969-1970,Elgin Baylor*,18,667.0,17.4,0.507,0.02,0.274,7.26,17.1,10.32,17.5,2.22,1.08,17.06,17.14,0.9,0.6,1.5,0.107,2.7,1.06,3.76,,0,1
1969-1970,Gail Goodrich*,7,265.0,17.1,0.532,0.037,0.297,5.14,12.54,8.62,21.5,1.72,1.04,13.72,24.44,0.6,0.3,0.9,0.159,1.88,0.06,1.96,,0,1
1969-1970,Gus Johnson*,7,298.0,15.6,0.512,0.009,0.306,8.0,17.94,13.2,4.6,1.2,2.32,11.38,20.52,0.4,0.4,0.8,0.133,1.7,0.5,2.22,,0,1
1969-1970,Guy Rodgers*,7,68.0,12.3,0.441,0.111,0.857,1.3,6.62,3.8,34.8,1.84,0.94,9.92,19.94,0.0,0.0,0.0,0.024,-2.1,0.58,-1.54,,0,1
1969-1970,Hal Greer*,5,178.0,12.7,0.483,0.005,0.176,5.94,9.66,9.56,18.8,2.12,1.12,13.02,22.4,0.1,-0.1,0.1,0.016,1.56,0.48,2.04,,0,1
1969-1970,Jerry West*,18,830.0,21.1,0.55,0.025,0.507,6.88,14.92,12.0,26.7,1.42,1.2,12.66,23.1,2.6,0.6,3.2,0.184,3.2,0.08,3.26,,0,1
1969-1970,Kareem Abdul-Jabbar*,10,435.0,29.4,0.608,0.023,0.412,4.96,11.0,10.3,15.0,1.74,0.98,12.76,21.78,2.3,0.2,2.6,0.286,2.8,-0.2,2.62,,0,1
1969-1970,Richie Guerin*,2,56.0,20.1,0.685,0.111,0.333,8.42,15.18,11.86,9.9,1.24,1.6,10.76,20.26,0.3,0.1,0.4,0.3,1.06,0.14,1.22,,0,1
1969-1970,Walt Bellamy*,9,368.0,17.1,0.516,0.021,0.365,7.7,21.02,12.44,11.9,1.38,2.72,14.86,23.02,0.5,0.6,1.1,0.144,3.0,1.7,4.66,,0,1
1969-1970,Walt Frazier*,19,834.0,16.5,0.531,0.025,0.36,6.88,14.92,14.28,23.4,1.42,1.2,12.66,23.1,1.3,1.5,2.8,0.163,3.2,0.08,3.26,,0,1
1969-1970,Wes Unseld*,7,289.0,17.4,0.466,0.009,0.271,7.62,14.94,11.46,11.4,1.2,1.64,13.22,21.64,0.0,0.8,0.9,0.144,1.74,0.02,1.78,,0,1
1969-1970,Willis Reed*,18,732.0,20.1,0.507,0.025,0.251,7.12,18.16,12.66,10.0,1.74,1.44,12.94,20.9,1.1,1.4,2.6,0.168,3.38,0.78,4.14,,1,1
1969-1970,Wilt Chamberlain*,18,851.0,20.3,0.528,0.025,0.701,6.88,14.92,14.28,13.0,1.42,1.2,12.66,23.1,1.4,1.0,2.5,0.14,3.2,0.08,3.26,,0,1
1970-1971,Bill Bradley*,12,368.0,11.2,0.449,0.021,0.144,7.3,18.1,5.1,16.4,1.38,1.9,14.86,23.02,0.0,0.5,0.5,0.064,2.02,0.96,2.96,,0,1
1970-1971,Billy Cunningham*,7,301.0,22.8,0.528,0.009,0.472,6.72,18.48,16.2,20.4,1.16,1.84,10.98,20.96,0.8,0.1,0.9,0.138,2.52,0.42,3.0,,0,1
1970-1971,Bob Dandridge*,14,535.0,17.9,0.501,0.024,0.225,6.08,13.44,11.6,12.4,1.98,0.92,13.78,23.12,0.8,0.9,1.8,0.157,2.14,-0.14,2.02,,0,1
1970-1971,Chet Walker*,7,234.0,14.5,0.475,0.024,0.24,5.88,16.02,10.8,13.6,1.54,1.36,13.72,23.88,0.2,0.1,0.3,0.061,3.18,-0.06,3.14,,0,1
1970-1971,Dave DeBusschere*,12,488.0,14.6,0.445,0.008,0.218,7.18,18.98,14.7,6.5,1.82,1.9,12.14,25.0,-0.1,0.8,0.7,0.073,2.1,0.38,2.5,,0,1
1970-1971,Earl Monroe*,18,671.0,17.0,0.478,0.02,0.379,6.38,12.74,4.4,17.8,2.44,0.82,16.28,17.84,0.7,0.8,1.5,0.109,3.16,0.96,4.08,,0,1
