Season,Player,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Final MVP,HOF
1952-1953,Dick McGuire*,11,360.0,19.2,0.499,0.153,0.932,0.153,0.153,0.153,37.5,0.153,0.153,0.153,0.153,0.7,0.5,1.1,0.153,0.153,0.153,0.153,,0,1
1952-1953,Ed Macauley*,6,278.0,18.0,0.533,0.139,0.761,0.139,0.139,0.139,17.9,0.139,0.139,0.139,0.139,0.7,0.1,0.8,0.139,0.139,0.139,0.139,,0,1
1952-1953,George Mikan*,12,463.0,26.2,0.454,0.205,0.526,0.205,0.205,0.205,11.7,0.205,0.205,0.205,0.205,0.6,1.4,2.0,0.205,0.205,0.205,0.205,,0,1
1952-1953,Jim Pollard*,12,455.0,19.3,0.443,0.148,0.371,0.148,0.148,0.148,23.5,0.148,0.148,0.148,0.148,0.4,1.0,1.4,0.148,0.148,0.148,0.148,,0,1
1952-1953,Slater Martin*,12,453.0,12.6,0.482,0.144,0.495,0.144,0.144,0.144,18.9,0.144,0.144,0.144,0.144,0.7,0.7,1.4,0.144,0.144,0.144,0.144,,0,1
1953-1954,Bob Cousy*,6,260.0,16.6,0.423,0.015,0.647,0.015,0.015,0.015,33.0,0.015,0.015,0.015,0.015,-0.1,0.2,0.1,0.015,0.015,0.015,0.015,,0,1
1953-1954,Bob Davies*,6,172.0,9.4,0.41,-0.016,0.442,-0.016,-0.016,-0.016,17.6,-0.016,-0.016,-0.016,-0.016,-0.1,0.0,-0.1,-0.016,-0.016,-0.016,-0.016,,0,1
1953-1954,Carl Braun*,4,125.0,19.2,0.51,0.127,0.769,0.127,0.127,0.127,21.5,0.127,0.127,0.127,0.127,0.4,-0.1,0.3,0.127,0.127,0.127,0.127,,0,1
1953-1954,Chuck Cooper*,6,108.0,11.6,0.576,0.127,0.688,0.127,0.127,0.127,7.5,0.127,0.127,0.127,0.127,0.2,0.1,0.3,0.127,0.127,0.127,0.127,,0,1
1953-1954,Dick McGuire*,4,68.0,0.8,0.302,-0.143,0.313,-0.143,-0.143,-0.143,17.5,-0.143,-0.143,-0.143,-0.143,-0.2,0.0,-0.2,-0.143,-0.143,-0.143,-0.143,,0,1
1953-1954,Ed Macauley*,5,127.0,12.7,0.451,0.063,0.591,0.063,0.063,0.063,32.6,0.063,0.063,0.063,0.063,0.1,0.1,0.2,0.063,0.063,0.063,0.063,,0,1
1953-1954,George Mikan*,13,424.0,33.6,0.543,0.391,0.505,0.391,0.391,0.391,15.1,0.391,0.391,0.391,0.391,2.0,1.5,3.5,0.391,0.391,0.391,0.391,,0,1
1953-1954,George Yardley*,4,107.0,19.4,0.549,0.197,0.364,0.197,0.197,0.197,6.7,0.197,0.197,0.197,0.197,0.3,0.1,0.4,0.197,0.197,0.197,0.197,,0,1
1953-1954,Jim Pollard*,13,543.0,16.2,0.441,0.127,0.387,0.127,0.127,0.127,15.4,0.127,0.127,0.127,0.127,0.1,1.3,1.4,0.127,0.127,0.127,0.127,,0,1
1953-1954,Slater Martin*,13,533.0,10.9,0.441,0.105,0.625,0.105,0.105,0.105,21.4,0.105,0.105,0.105,0.105,0.2,1.0,1.2,0.105,0.105,0.105,0.105,,0,1
1954-1955,Bob Cousy*,7,299.0,19.7,0.475,0.07,0.345,0.07,0.07,0.07,35.0,0.07,0.07,0.07,0.07,0.5,-0.1,0.4,0.07,0.07,0.07,0.07,,0,1
1954-1955,Bob Davies*,3,75.0,6.9,0.36,-0.016,0.121,-0.016,-0.016,-0.016,22.2,-0.016,-0.016,-0.016,-0.016,-0.1,0.1,0.0,-0.016,-0.016,-0.016,-0.016,,0,1
1954-1955,Carl Braun*,3,103.0,18.5,0.511,0.106,0.455,0.106,0.106,0.106,28.7,0.106,0.106,0.106,0.106,0.3,0.0,0.2,0.106,0.106,0.106,0.106,,0,1
1954-1955,Dick McGuire*,3,75.0,10.0,0.412,-0.022,0.632,-0.022,-0.022,-0.022,25.2,-0.022,-0.022,-0.022,-0.022,0.0,0.0,0.0,-0.022,-0.022,-0.022,-0.022,,0,1
1954-1955,Ed Macauley*,7,283.0,18.1,0.544,0.126,0.581,0.126,0.126,0.126,17.5,0.126,0.126,0.126,0.126,0.8,-0.1,0.7,0.126,0.126,0.126,0.126,,0,1
1954-1955,Frank Ramsey*,7,154.0,18.1,0.573,0.161,0.481,0.161,0.161,0.161,16.9,0.161,0.161,0.161,0.161,0.6,0.0,0.5,0.161,0.161,0.161,0.161,,0,1
1954-1955,George Yardley*,11,420.0,17.5,0.489,0.139,0.552,0.139,0.139,0.139,16.4,0.139,0.139,0.139,0.139,0.8,0.5,1.2,0.139,0.139,0.139,0.139,,0,1
1954-1955,Jim Pollard*,7,257.0,15.6,0.398,0.056,0.442,0.056,0.056,0.056,10.7,0.056,0.056,0.056,0.056,-0.2,0.5,0.3,0.056,0.056,0.056,0.056,,0,1
1954-1955,Slater Martin*,7,315.0,10.6,0.415,0.066,0.521,0.066,0.066,0.066,18.0,0.066,0.066,0.066,0.066,0.0,0.5,0.4,0.066,0.066,0.066,0.066,,0,1
1955-1956,Bob Cousy*,3,124.0,31.6,0.59,0.381,0.446,0.381,0.381,0.381,39.5,0.381,0.381,0.381,0.381,0.7,0.3,1.0,0.381,0.381,0.381,0.381,,0,1
1955-1956,Bob Pettit*,8,274.0,21.5,0.482,0.108,0.547,0.108,0.108,0.108,13.9,0.108,0.108,0.108,0.108,0.6,0.0,0.6,0.108,0.108,0.108,0.108,,0,1
1955-1956,Chuck Cooper*,9,59.0,1.3,0.22,-0.228,0.115,-0.228,-0.228,-0.228,5.7,-0.228,-0.228,-0.228,-0.228,-0.4,0.1,-0.3,-0.228,-0.228,-0.228,-0.228,,0,1
1955-1956,Ed Macauley*,3,73.0,14.3,0.445,0.1,0.367,0.1,0.1,0.1,11.6,0.1,0.1,0.1,0.1,0.0,0.1,0.2,0.1,0.1,0.1,0.1,,0,1
1955-1956,George Mikan*,3,60.0,18.3,0.442,0.114,0.371,0.114,0.114,0.114,14.2,0.114,0.114,0.114,0.114,0.0,0.1,0.1,0.114,0.114,0.114,0.114,,0,1
1955-1956,George Yardley*,10,406.0,25.4,0.509,0.244,0.536,0.244,0.244,0.244,13.1,0.244,0.244,0.244,0.244,1.3,0.8,2.1,0.244,0.244,0.244,0.244,,0,1
1955-1956,Neil Johnston*,10,397.0,22.0,0.485,0.191,0.544,0.191,0.191,0.191,21.5,0.191,0.191,0.191,0.191,0.8,0.8,1.6,0.191,0.191,0.191,0.191,,0,1
1955-1956,Paul Arizin*,10,409.0,24.2,0.53,0.262,0.432,0.262,0.262,0.262,13.7,0.262,0.262,0.262,0.262,1.7,0.5,2.2,0.262,0.262,0.262,0.262,,0,1
1955-1956,Slater Martin*,3,121.0,15.7,0.568,0.195,0.649,0.195,0.195,0.195,18.6,0.195,0.195,0.195,0.195,0.4,0.1,0.5,0.195,0.195,0.195,0.195,,0,1
1956-1957,Bob Cousy*,10,440.0,17.1,0.409,0.134,0.44,0.134,0.134,0.134,31.8,0.134,0.134,0.134,0.134,0.2,1.1,1.2,0.134,0.134,0.134,0.134,,0,1
1956-1957,Bob Pettit*,10,430.0,25.1,0.504,0.186,0.561,0.186,0.186,0.186,10.6,0.186,0.186,0.186,0.186,1.5,0.2,1.7,0.186,0.186,0.186,0.186,,0,1
1956-1957,Cliff Hagan*,10,319.0,19.7,0.498,0.144,0.441,0.144,0.144,0.144,15.1,0.144,0.144,0.144,0.144,0.8,0.1,1.0,0.144,0.144,0.144,0.144,,0,1
1956-1957,Ed Macauley*,10,297.0,15.5,0.502,0.131,0.679,0.131,0.131,0.131,11.8,0.131,0.131,0.131,0.131,0.7,0.1,0.8,0.131,0.131,0.131,0.131,,0,1
1956-1957,Frank Ramsey*,10,229.0,19.2,0.565,0.29,0.72,0.29,0.29,0.29,11.4,0.29,0.29,0.29,0.29,1.0,0.4,1.4,0.29,0.29,0.29,0.29,,0,1
1956-1957,George Yardley*,2,85.0,21.0,0.493,0.11,0.208,0.11,0.11,0.11,14.1,0.11,0.11,0.11,0.11,0.2,0.0,0.2,0.11,0.11,0.11,0.11,,0,1
1956-1957,Neil Johnston*,2,84.0,16.7,0.341,-0.06,0.113,-0.06,-0.06,-0.06,20.3,-0.06,-0.06,-0.06,-0.06,-0.3,0.1,-0.1,-0.06,-0.06,-0.06,-0.06,,0,1
1956-1957,Paul Arizin*,2,22.0,17.3,0.441,0.112,0.625,0.112,0.112,0.112,7.7,0.112,0.112,0.112,0.112,0.0,0.0,0.1,0.112,0.112,0.112,0.112,,0,1
1956-1957,Slater Martin*,10,439.0,11.1,0.443,0.056,0.477,0.056,0.056,0.056,17.2,0.056,0.056,0.056,0.056,0.4,0.1,0.5,0.056,0.056,0.056,0.056,,0,1
1956-1957,Tom Heinsohn*,10,370.0,19.1,0.438,0.157,0.299,0.157,0.157,0.157,9.4,0.157,0.157,0.157,0.157,0.4,0.8,1.2,0.157,0.157,0.157,0.157,,0,1
1957-1958,Bob Cousy*,11,457.0,17.6,0.432,0.156,0.383,0.156,0.156,0.156,27.5,0.156,0.156,0.156,0.156,0.5,0.9,1.5,0.156,0.156,0.156,0.156,,0,1
1957-1958,Bob Pettit*,11,430.0,22.6,0.472,0.134,0.513,0.134,0.134,0.134,7.8,0.134,0.134,0.134,0.134,1.0,0.2,1.2,0.134,0.134,0.134,0.134,,0,1
1957-1958,Cliff Hagan*,11,418.0,27.5,0.576,0.312,0.448,0.312,0.312,0.312,16.4,0.312,0.312,0.312,0.312,2.6,0.1,2.7,0.312,0.312,0.312,0.312,,0,1
1957-1958,Dick McGuire*,7,236.0,14.2,0.475,0.091,0.4,0.091,0.091,0.091,26.0,0.091,0.091,0.091,0.091,0.4,0.1,0.4,0.091,0.091,0.091,0.091,,0,1
1957-1958,Ed Macauley*,11,227.0,17.2,0.486,0.128,0.562,0.128,0.128,0.128,12.2,0.128,0.128,0.128,0.128,0.5,0.1,0.6,0.128,0.128,0.128,0.128,,0,1
1957-1958,Frank Ramsey*,11,352.0,19.2,0.505,0.235,0.339,0.235,0.235,0.235,7.7,0.235,0.235,0.235,0.235,1.2,0.6,1.7,0.235,0.235,0.235,0.235,,0,1
1957-1958,George Yardley*,7,254.0,23.7,0.524,0.219,0.528,0.219,0.219,0.219,12.1,0.219,0.219,0.219,0.219,1.1,0.1,1.2,0.219,0.219,0.219,0.219,,0,1
1957-1958,Jack Twyman*,2,74.0,12.7,0.368,-0.054,0.267,-0.054,-0.054,-0.054,2.6,-0.054,-0.054,-0.054,-0.054,-0.1,0.0,-0.1,-0.054,-0.054,-0.054,-0.054,,0,1
1957-1958,Neil Johnston*,8,189.0,20.8,0.47,0.188,0.423,0.188,0.188,0.188,12.6,0.188,0.188,0.188,0.188,0.4,0.3,0.7,0.188,0.188,0.188,0.188,,0,1
1957-1958,Paul Arizin*,8,309.0,20.1,0.468,0.182,0.426,0.182,0.182,0.182,9.7,0.182,0.182,0.182,0.182,0.8,0.4,1.2,0.182,0.182,0.182,0.182,,0,1
1957-1958,Sam Jones*,8,75.0,18.4,0.534,0.232,0.727,0.232,0.232,0.232,8.0,0.232,0.232,0.232,0.232,0.2,0.1,0.4,0.232,0.232,0.232,0.232,,0,1
1957-1958,Slater Martin*,11,416.0,7.7,0.386,-0.003,0.46,-0.003,-0.003,-0.003,13.7,-0.003,-0.003,-0.003,-0.003,-0.1,0.1,0.0,-0.003,-0.003,-0.003,-0.003,,0,1
1957-1958,Tom Heinsohn*,11,349.0,16.7,0.425,0.127,0.371,0.127,0.127,0.127,8.5,0.127,0.127,0.127,0.127,0.3,0.7,0.9,0.127,0.127,0.127,0.127,,0,1
1958-1959,Bob Cousy*,11,460.0,16.1,0.408,0.107,0.425,0.107,0.107,0.107,31.6,0.107,0.107,0.107,0.107,-0.1,1.2,1.0,0.107,0.107,0.107,0.107,,0,1
1958-1959,Bob Pettit*,6,257.0,22.9,0.504,0.188,0.474,0.188,0.188,0.188,9.5,0.188,0.188,0.188,0.188,0.7,0.3,1.0,0.188,0.188,0.188,0.188,,0,1
1958-1959,Carl Braun*,2,62.0,13.7,0.445,0.076,0.281,0.076,0.076,0.076,21.7,0.076,0.076,0.076,0.076,0.0,0.1,0.1,0.076,0.076,0.076,0.076,,0,1
1958-1959,Cliff Hagan*,6,259.0,26.2,0.583,0.298,0.439,0.298,0.298,0.298,11.1,0.298,0.298,0.298,0.298,1.3,0.3,1.6,0.298,0.298,0.298,0.298,,0,1
1958-1959,Dick McGuire*,3,109.0,20.9,0.638,0.215,0.344,0.215,0.215,0.215,29.7,0.215,0.215,0.215,0.215,0.5,0.0,0.5,0.215,0.215,0.215,0.215,,0,1
1958-1959,Elgin Baylor*,13,556.0,19.3,0.469,0.104,0.373,0.104,0.104,0.104,12.9,0.104,0.104,0.104,0.104,0.8,0.4,1.2,0.104,0.104,0.104,0.104,,0,1
1958-1959,Frank Ramsey*,11,303.0,23.4,0.56,0.322,0.422,0.322,0.322,0.322,10.0,0.322,0.322,0.322,0.322,1.5,0.5,2.0,0.322,0.322,0.322,0.322,,0,1
1958-1959,George Yardley*,9,333.0,19.8,0.514,0.141,0.37,0.141,0.141,0.141,10.0,0.141,0.141,0.141,0.141,0.9,0.1,1.0,0.141,0.141,0.141,0.141,,0,1
1958-1959,Hal Greer*,9,277.0,10.3,0.486,0.061,0.344,0.061,0.061,0.061,9.8,0.061,0.061,0.061,0.061,0.3,0.0,0.4,0.061,0.061,0.061,0.061,,0,1
1958-1959,K.C. Jones*,8,75.0,6.1,0.338,0.031,0.25,0.031,0.031,0.031,14.7,0.031,0.031,0.031,0.031,-0.1,0.1,0.0,0.031,0.031,0.031,0.031,,0,1
1958-1959,Richie Guerin*,2,77.0,10.9,0.364,0.0,0.4,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,,0,1
1958-1959,Sam Jones*,11,192.0,17.9,0.451,0.144,0.361,0.144,0.144,0.144,11.5,0.144,0.144,0.144,0.144,0.1,0.4,0.6,0.144,0.144,0.144,0.144,,0,1
1958-1959,Slater Martin*,1,18.0,21.8,0.8,0.346,0.0,0.346,0.346,0.346,19.2,0.346,0.346,0.346,0.346,0.1,0.0,0.1,0.346,0.346,0.346,0.346,,0,1
1958-1959,Tom Heinsohn*,11,348.0,16.7,0.448,0.13,0.255,0.13,0.13,0.13,12.9,0.13,0.13,0.13,0.13,0.2,0.7,0.9,0.13,0.13,0.13,0.13,,0,1
1959-1960,Bob Cousy*,13,468.0,12.7,0.35,0.023,0.195,0.023,0.023,0.023,32.7,0.023,0.023,0.023,0.023,-0.9,1.2,0.2,0.023,0.023,0.023,0.023,,0,1
1959-1960,Bob Pettit*,14,576.0,23.4,0.515,0.172,0.486,0.172,0.172,0.172,15.1,0.172,0.172,0.172,0.172,1.9,0.2,2.1,0.172,0.172,0.172,0.172,,0,1
1959-1960,Cliff Hagan*,14,544.0,19.5,0.493,0.135,0.368,0.135,0.135,0.135,16.7,0.135,0.135,0.135,0.135,1.4,0.1,1.5,0.135,0.135,0.135,0.135,,0,1
1959-1960,Dick McGuire*,2,42.0,11.3,0.413,0.058,0.25,0.058,0.058,0.058,30.9,0.058,0.058,0.058,0.058,0.0,0.0,0.1,0.058,0.058,0.058,0.058,,0,1
1959-1960,Elgin Baylor*,9,408.0,26.2,0.547,0.265,0.402,0.265,0.265,0.265,14.2,0.265,0.265,0.265,0.265,2.0,0.2,2.2,0.265,0.265,0.265,0.265,,0,1
1959-1960,Frank Ramsey*,13,459.0,14.7,0.485,0.169,0.321,0.169,0.169,0.169,7.8,0.169,0.169,0.169,0.169,0.8,0.8,1.6,0.169,0.169,0.169,0.169,,0,1
1959-1960,George Yardley*,3,88.0,10.9,0.452,0.037,0.308,0.037,0.037,0.037,1.6,0.037,0.037,0.037,0.037,0.1,0.0,0.1,0.037,0.037,0.037,0.037,,0,1
1959-1960,Guy Rodgers*,9,370.0,10.7,0.389,0.05,0.265,0.05,0.05,0.05,17.9,0.05,0.05,0.05,0.05,-0.2,0.6,0.4,0.05,0.05,0.05,0.05,,0,1
1959-1960,Hal Greer*,3,84.0,19.0,0.525,0.148,0.093,0.148,0.148,0.148,19.2,0.148,0.148,0.148,0.148,0.3,0.0,0.3,0.148,0.148,0.148,0.148,,0,1
1959-1960,K.C. Jones*,13,232.0,8.0,0.396,0.056,0.275,0.056,0.056,0.056,7.4,0.056,0.056,0.056,0.056,-0.1,0.4,0.3,0.056,0.056,0.056,0.056,,0,1
1959-1960,Paul Arizin*,9,371.0,20.8,0.516,0.223,0.405,0.223,0.223,0.223,12.3,0.223,0.223,0.223,0.223,1.2,0.5,1.7,0.223,0.223,0.223,0.223,,0,1
1959-1960,Sam Jones*,13,197.0,15.1,0.424,0.098,0.179,0.098,0.098,0.098,13.0,0.098,0.098,0.098,0.098,0.0,0.4,0.4,0.098,0.098,0.098,0.098,,0,1
1959-1960,Slater Martin*,3,58.0,-3.2,0.102,-0.206,0.308,-0.206,-0.206,-0.206,17.1,-0.206,-0.206,-0.206,-0.206,-0.3,0.0,-0.2,-0.206,-0.206,-0.206,-0.206,,0,1
1959-1960,Tom Heinsohn*,13,423.0,19.9,0.47,0.192,0.3,0.192,0.192,0.192,9.6,0.192,0.192,0.192,0.192,0.8,0.9,1.7,0.192,0.192,0.192,0.192,,0,1
1959-1960,Wilt Chamberlain*,9,415.0,27.0,0.498,0.241,0.437,0.241,0.241,0.241,7.1,0.241,0.241,0.241,0.241,1.2,0.9,2.1,0.241,0.241,0.241,0.241,,0,1
1960-1961,Bob Cousy*,10,337.0,17.8,0.45,0.166,0.599,0.166,0.166,0.166,34.1,0.166,0.166,0.166,0.166,0.4,0.8,1.2,0.166,0.166,0.166,0.166,,0,1
1960-1961,Bob Pettit*,12,526.0,22.3,0.494,0.159,0.507,0.159,0.159,0.159,10.8,0.159,0.159,0.159,0.159,1.2,0.5,1.7,0.159,0.159,0.159,0.159,,0,1
1960-1961,Cliff Hagan*,12,455.0,19.3,0.497,0.149,0.294,0.149,0.149,0.149,17.9,0.149,0.149,0.149,0.149,1.0,0.4,1.4,0.149,0.149,0.149,0.149,,0,1
1960-1961,Elgin Baylor*,12,540.0,28.0,0.538,0.248,0.392,0.248,0.248,0.248,17.2,0.248,0.248,0.248,0.248,2.5,0.3,2.8,0.248,0.248,0.248,0.248,,0,1
1960-1961,Frank Ramsey*,10,300.0,16.7,0.506,0.196,0.551,0.196,0.196,0.196,10.1,0.196,0.196,0.196,0.196,0.7,0.5,1.2,0.196,0.196,0.196,0.196,,0,1
1960-1961,Guy Rodgers*,3,121.0,11.4,0.403,0.049,0.351,0.049,0.049,0.049,19.0,0.049,0.049,0.049,0.049,-0.1,0.2,0.1,0.049,0.049,0.049,0.049,,0,1
1960-1961,Hal Greer*,8,232.0,12.8,0.465,0.086,0.377,0.086,0.086,0.086,12.6,0.086,0.086,0.086,0.086,0.3,0.2,0.4,0.086,0.086,0.086,0.086,,0,1
1960-1961,Jerry West*,12,461.0,21.3,0.553,0.203,0.525,0.203,0.203,0.203,19.8,0.203,0.203,0.203,0.203,1.7,0.3,1.9,0.203,0.203,0.203,0.203,,0,1
1960-1961,K.C. Jones*,9,103.0,6.6,0.346,0.029,0.467,0.029,0.029,0.029,17.1,0.029,0.029,0.029,0.029,-0.1,0.2,0.1,0.029,0.029,0.029,0.029,,0,1
1960-1961,Lenny Wilkens*,12,437.0,10.8,0.444,0.053,0.349,0.053,0.053,0.053,12.9,0.053,0.053,0.053,0.053,0.2,0.3,0.5,0.053,0.053,0.053,0.053,,0,1
1960-1961,Paul Arizin*,3,125.0,13.1,0.411,0.052,0.493,0.052,0.052,0.052,14.8,0.052,0.052,0.052,0.052,-0.1,0.2,0.1,0.052,0.052,0.052,0.052,,0,1
1960-1961,Sam Jones*,10,258.0,16.6,0.514,0.194,0.313,0.194,0.194,0.194,11.4,0.194,0.194,0.194,0.194,0.6,0.4,1.0,0.194,0.194,0.194,0.194,,0,1
1960-1961,Tom Heinsohn*,10,291.0,18.6,0.448,0.135,0.214,0.135,0.135,0.135,10.4,0.135,0.135,0.135,0.135,0.2,0.6,0.8,0.135,0.135,0.135,0.135,,0,1
1960-1961,Wilt Chamberlain*,3,144.0,26.7,0.492,0.239,0.396,0.239,0.239,0.239,8.1,0.239,0.239,0.239,0.239,0.4,0.3,0.7,0.239,0.239,0.239,0.239,,0,1
1961-1962,Bob Cousy*,14,474.0,15.5,0.408,0.008,0.315,6.14,15.34,8.86,35.0,1.18,0.76,12.82,23.62,-0.2,1.1,0.8,0.083,1.76,-0.38,1.4,,0,1
1961-1962,Carl Braun*,6,42.0,12.6,0.42,0.111,0.143,7.82,17.8,12.64,7.2,1.58,1.26,12.2,19.42,0.0,0.1,0.0,0.033,-0.64,0.52,-0.08,,0,1
1961-1962,Elgin Baylor*,13,571.0,27.4,0.503,0.02,0.395,5.74,10.04,10.84,15.0,1.92,1.16,13.12,24.58,1.8,0.3,2.1,0.179,1.74,-0.48,1.26,,0,1
1961-1962,Frank Ramsey*,13,210.0,13.2,0.481,0.017,0.433,6.28,12.46,13.54,6.5,1.86,2.16,13.6,24.04,0.3,0.3,0.6,0.139,4.1,0.6,4.7,,0,1
1961-1962,Guy Rodgers*,12,482.0,11.0,0.411,0.008,0.379,5.16,14.7,11.28,26.0,1.46,0.8,14.06,22.18,-0.1,0.8,0.7,0.074,1.98,0.02,2.02,,0,1
1961-1962,Hal Greer*,1,5.0,-4.2,0.197,0.111,0.1,3.92,30.9,16.5,0.0,0.48,13.7,12.2,19.42,0.0,0.0,0.0,0.017,-5.18,4.68,-0.5,,0,1
1961-1962,Jack Twyman*,4,149.0,13.5,0.466,0.01,0.103,5.04,13.9,9.46,11.0,1.14,1.74,12.24,22.08,0.1,0.0,0.1,0.037,-1.38,0.0,-1.4,,0,1
1961-1962,Jerry West*,13,557.0,22.2,0.544,0.025,0.484,3.48,9.78,11.52,16.6,2.2,0.68,13.12,24.58,2.2,0.2,2.4,0.209,1.78,-0.02,1.78,,0,1
1961-1962,K.C. Jones*,14,329.0,13.7,0.503,0.025,0.52,5.82,13.62,9.74,21.2,1.78,1.34,11.58,20.92,0.5,0.6,1.2,0.173,2.98,0.34,3.3,,0,1
1961-1962,Oscar Robertson*,4,185.0,25.6,0.586,0.005,0.481,5.94,9.66,7.4,32.5,2.12,1.12,12.1,21.98,0.8,0.0,0.8,0.21,1.56,0.48,2.04,,0,1
1961-1962,Paul Arizin*,12,459.0,16.4,0.467,0.008,0.403,5.88,13.8,10.8,9.4,1.36,1.16,12.82,23.62,0.5,0.6,1.1,0.115,1.86,-0.34,1.52,,0,1
1961-1962,Sam Jones*,14,504.0,16.6,0.475,0.013,0.217,6.42,14.72,8.56,12.9,2.02,1.72,14.48,22.78,0.7,0.9,1.5,0.143,2.94,0.54,3.5,,0,1
1961-1962,Tom Heinsohn*,14,445.0,16.4,0.447,0.023,0.261,6.08,14.32,11.34,11.5,1.3,0.9,12.82,23.62,0.2,0.8,1.0,0.111,2.26,-0.46,1.82,,0,1
1961-1962,Wilt Chamberlain*,12,576.0,29.7,0.508,0.02,0.435,7.24,13.5,8.76,12.1,1.92,2.12,12.42,26.86,1.7,1.4,3.1,0.26,2.56,0.14,2.68,,0,1
1962-1963,Bob Cousy*,13,393.0,14.4,0.407,0.022,0.23,6.02,16.22,9.0,38.8,1.24,0.84,14.86,23.02,-0.5,0.8,0.3,0.04,0.84,0.14,1.02,,0,1
1962-1963,Bob Pettit*,11,463.0,26.1,0.543,0.008,0.556,7.04,16.42,13.6,11.4,1.5,1.8,12.82,23.62,1.5,0.8,2.3,0.244,3.68,0.48,4.16,,0,1
1962-1963,Chet Walker*,5,130.0,21.6,0.574,0.033,0.566,8.72,20.26,14.68,9.7,1.1,2.4,12.14,25.82,0.4,0.0,0.4,0.159,2.0,0.16,2.18,,0,1
1962-1963,Cliff Hagan*,11,255.0,22.4,0.502,0.033,0.296,4.98,12.92,8.84,23.9,1.5,1.58,11.72,22.32,0.5,0.4,0.9,0.168,1.58,0.62,2.24,,0,1
1962-1963,Dave DeBusschere*,4,159.0,19.2,0.51,0.01,0.746,7.8,14.76,10.36,5.9,1.38,1.7,12.6,21.14,0.2,0.3,0.5,0.149,0.84,0.16,0.98,,0,1
1962-1963,Elgin Baylor*,13,562.0,25.1,0.508,0.025,0.348,4.36,8.04,10.14,18.0,2.24,1.34,13.12,24.58,1.2,0.5,1.7,0.146,2.74,-0.1,2.64,,0,1
1962-1963,Frank Ramsey*,13,251.0,7.8,0.433,0.033,0.452,8.56,17.6,14.2,6.0,1.32,2.58,13.24,22.26,-0.2,0.3,0.1,0.026,1.42,0.52,1.96,,0,1
1962-1963,Hal Greer*,5,214.0,16.8,0.571,0.017,0.402,6.22,13.76,10.14,13.7,1.54,1.76,12.66,24.36,0.6,0.0,0.6,0.144,4.92,0.24,5.16,,0,1
1962-1963,Jack Twyman*,12,410.0,17.1,0.521,0.023,0.376,6.12,17.98,12.0,10.7,1.0,1.36,14.72,22.34,0.8,0.1,0.9,0.106,1.46,-0.18,1.28,,0,1
1962-1963,Jerry West*,13,538.0,23.1,0.548,0.024,0.35,3.82,10.2,7.7,19.2,2.22,0.76,13.78,23.12,1.7,0.4,2.1,0.188,2.92,0.06,3.02,,0,1
1962-1963,John Havlicek*,11,254.0,13.5,0.475,0.033,0.216,5.56,13.02,14.2,9.3,1.46,2.08,12.5,20.88,0.1,0.4,0.5,0.097,1.16,0.68,1.86,,0,1
1962-1963,K.C. Jones*,13,255.0,6.3,0.382,0.033,0.469,4.98,12.92,7.0,16.7,1.5,1.58,11.72,22.32,-0.3,0.4,0.1,0.028,1.58,0.62,2.24,,0,1
1962-1963,Lenny Wilkens*,11,400.0,12.4,0.43,0.022,0.318,5.8,16.06,10.9,23.3,1.22,1.04,14.86,23.02,-0.2,0.6,0.4,0.047,1.32,0.02,1.36,,0,1
1962-1963,Oscar Robertson*,12,570.0,24.7,0.574,0.02,0.583,5.74,10.04,10.84,27.5,1.92,1.16,13.12,24.58,2.0,0.3,2.3,0.194,1.74,-0.48,1.26,,0,1
1962-1963,Sam Jones*,13,450.0,19.6,0.543,0.023,0.335,6.36,13.82,12.92,10.5,1.32,0.9,12.82,23.62,1.3,0.7,1.9,0.206,1.86,-0.44,1.42,,0,1
1962-1963,Tom Heinsohn*,13,413.0,20.5,0.513,0.023,0.363,6.0,15.54,10.78,5.6,1.22,1.42,14.72,22.34,0.9,0.7,1.6,0.182,2.58,-0.08,2.5,,0,1
1962-1963,Zelmo Beaty*,11,307.0,11.4,0.501,0.009,0.371,7.62,19.44,13.84,4.8,1.26,1.5,12.24,19.14,0.3,0.4,0.7,0.107,1.58,0.42,2.02,,0,1
1963-1964,Bob Pettit*,12,494.0,18.3,0.483,0.013,0.35,5.94,14.24,12.36,10.4,1.7,1.88,13.38,23.36,0.7,0.2,0.9,0.088,2.14,0.3,2.44,,0,1
1963-1964,Chet Walker*,5,190.0,15.6,0.483,0.017,0.597,5.94,9.66,11.76,9.9,2.12,1.12,12.38,22.78,0.2,0.0,0.3,0.069,1.56,0.48,2.04,,0,1
1963-1964,Cliff Hagan*,12,392.0,17.6,0.491,0.022,0.309,6.02,16.22,11.24,22.6,1.24,0.84,14.86,23.02,0.6,0.2,0.8,0.099,0.84,0.14,1.02,,0,1
1963-1964,Elgin Baylor*,5,221.0,18.4,0.443,0.017,0.336,5.68,12.8,9.72,23.0,1.62,1.6,12.66,24.36,0.1,-0.2,-0.1,-0.029,4.86,0.04,4.9,,0,1
