Season,Player,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,6MOY,AS,DEF1,DEF2,NBA1,NBA2,NBA3,MVP,DPOY,ROY,MIP,CPOY,HOF
1949-1950,Al Cervi,56,,,0.491,,0.803,,,,,,,,,5.9,3.4,9.3,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0
1949-1950,Al Guokas,57,,,0.333,,0.167,,,,,,,,,-0.9,-0.1,-1.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Al Miksis,8,,,0.446,,1.0,,,,,,,,,0.2,0.0,0.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Alex Groza,64,,,0.548,,0.572,,,,,,,,,16.5,1.4,17.9,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Alex Hannum,64,,,0.423,,0.381,,,,,,,,,2.0,3.2,5.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Andrew Levane,60,,,0.365,,0.203,,,,,,,,,-0.2,2.0,1.8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Andy Duncan,67,,,0.461,,0.374,,,,,,,,,2.0,1.4,3.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Andy O'Donnell,25,,,0.388,,0.167,,,,,,,,,0.1,0.3,0.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Andy Phillip,65,,,0.406,,0.332,,,,,,,,,3.1,4.6,7.7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Ariel Maughan,68,,,0.359,,0.357,,,,,,,,,-1.1,0.6,-0.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Arnie Ferrin,63,,,0.383,,0.275,,,,,,,,,0.2,2.3,2.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Arnie Johnson,68,,,0.493,,0.782,,,,,,,,,4.8,2.4,7.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Arnie Risen,62,,,0.423,,0.537,,,,,,,,,2.4,2.2,4.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Art Spector,7,,,0.182,,0.333,,,,,,,,,-0.2,0.0,-0.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Belus Smawley,61,,,0.43,,0.377,,,,,,,,,4.3,0.8,5.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Bill Calhoun,62,,,0.439,,0.37,,,,,,,,,3.0,1.5,4.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Bill Closs,64,,,0.372,,0.288,,,,,,,,,-0.5,4.9,4.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Bill Gabor,56,,,0.395,,0.34,,,,,,,,,0.7,2.8,3.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Bill Henry,63,,,0.416,,0.633,,,,,,,,,1.0,1.5,2.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Bill Herman,13,,,0.401,,0.169,,,,,,,,,0.1,-0.1,0.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Bill Roberts,67,,,0.38,,0.176,,,,,,,,,-0.1,0.3,0.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Billy Hassett,60,,,0.365,,0.533,,,,,,,,,0.0,1.8,1.8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Blackie Towery,68,,,0.389,,0.298,,,,,,,,,0.7,1.9,2.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Bob Brannum,59,,,0.408,,0.494,,,,,,,,,2.1,-0.5,1.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Bob Brown,62,,,0.414,,0.33,,,,,,,,,2.1,-0.9,1.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Bob Carpenter,66,,,0.421,,0.415,,,,,,,,,2.2,2.8,5.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Bob Davies,64,,,0.43,,0.391,,,,,,,,,4.7,2.9,7.7,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1
1949-1950,Bob Doll,47,,,0.397,,0.329,,,,,,,,,0.7,0.9,1.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Bob Evans,47,,,0.324,,0.22,,,,,,,,,-0.8,0.5,-0.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Bob Feerick,60,,,0.419,,0.348,,,,,,,,,2.1,1.6,3.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Bob Harris,62,,,0.423,,0.48,,,,,,,,,2.1,3.0,5.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Bob Harrison,66,,,0.394,,0.213,,,,,,,,,0.7,2.7,3.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Bob Kinney,60,,,0.438,,0.515,,,,,,,,,3.2,1.6,4.8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Bob Royer,42,,,0.384,,0.251,,,,,,,,,0.3,-0.3,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Bob Tough,29,,,0.331,,0.261,,,,,,,,,-0.6,0.0,-0.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Bob Wood,6,,,0.242,,0.071,,,,,,,,,-0.1,0.0,-0.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Bobby Cook,51,,,0.42,,0.292,,,,,,,,,2.1,-0.3,1.9,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Bobby Wanzer,67,,,0.515,,0.572,,,,,,,,,8.6,1.9,10.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Bones McKinney,53,,,0.352,,0.241,,,,,,,,,-1.5,1.7,0.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Brady Walker,68,,,0.401,,0.196,,,,,,,,,0.9,1.0,1.9,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Bruce Hale,64,,,0.444,,0.464,,,,,,,,,4.1,1.1,5.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Bud Grant,35,,,0.371,,0.148,,,,,,,,,-0.1,0.6,0.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Buddy Jeannette,37,,,0.467,,0.899,,,,,,,,,1.9,0.7,2.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Butch van Breda Kolff,56,,,0.456,,0.802,,,,,,,,,1.6,0.7,2.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Carl Braun,67,,,0.434,,0.365,,,,,,,,,5.2,1.9,7.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1949-1950,Carl Shaeffer,43,,,0.405,,0.356,,,,,,,,,0.4,0.4,0.8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Charley Shipp,23,,,0.336,,0.372,,,,,,,,,-0.4,-0.2,-0.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Charlie Black,65,,,0.346,,0.395,,,,,,,,,-2.2,5.0,2.8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Charlie Parsley,9,,,0.323,,0.226,,,,,,,,,-0.1,0.1,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Chick Halbert,68,,,0.454,,0.616,,,,,,,,,2.4,1.2,3.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Chick Reiser,67,,,0.4,,0.393,,,,,,,,,1.7,2.2,3.9,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Chink Crossin,64,,,0.363,,0.176,,,,,,,,,-0.6,2.7,2.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Chips Sobek,60,,,0.507,,0.817,,,,,,,,,3.4,-0.2,3.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Chuck Gilmur,68,,,0.431,,0.636,,,,,,,,,2.3,2.0,4.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Cliff Barker,49,,,0.435,,0.387,,,,,,,,,1.6,0.6,2.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Clint Wager,63,,,0.32,,0.232,,,,,,,,,-0.8,2.2,1.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Connie Simmons,60,,,0.395,,0.41,,,,,,,,,0.9,1.5,2.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Curly Armstrong,63,,,0.368,,0.467,,,,,,,,,-0.1,3.6,3.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,D.C. Wilcutt,37,,,0.421,,0.575,,,,,,,,,0.5,0.1,0.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Dale Hamilton,14,,,0.302,,0.576,,,,,,,,,-0.2,-0.1,-0.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Danny Wagner,11,,,0.497,,0.648,,,,,,,,,0.6,0.0,0.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Dee Gibson,44,,,0.435,,0.722,,,,,,,,,1.7,1.0,2.7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Dermie O'Connell,61,,,0.29,,0.209,,,,,,,,,-3.2,0.7,-2.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Dick McGuire,68,,,0.417,,0.556,,,,,,,,,3.4,1.9,5.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1949-1950,Dick Mehen,62,,,0.47,,0.34,,,,,,,,,6.3,-0.7,5.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Dick O'Keefe,68,,,0.383,,0.384,,,,,,,,,0.2,1.9,2.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Dick Schulz,50,,,0.401,,0.519,,,,,,,,,0.6,0.2,0.8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Dick Triptow,4,,,0.17,,0.4,,,,,,,,,-0.1,0.0,-0.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Dike Eddleman,64,,,0.405,,0.287,,,,,,,,,1.6,2.1,3.7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Dillard Crocker,53,,,0.369,,0.377,,,,,,,,,-0.9,-0.8,-1.7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Dolph Schayes,64,,,0.48,,0.538,,,,,,,,,8.8,4.0,12.8,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0
1949-1950,Don Boven,62,,,0.461,,0.625,,,,,,,,,4.4,-0.7,3.8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Don Carlson,57,,,0.402,,0.328,,,,,,,,,0.7,1.9,2.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Don Grate,2,,,0.291,,0.333,,,,,,,,,0.0,0.0,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Don Otten,64,,,0.484,,0.715,,,,,,,,,6.7,1.8,8.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Don Putman,57,,,0.303,,0.26,,,,,,,,,-1.1,0.4,-0.7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Don Ray,61,,,0.388,,0.37,,,,,,,,,0.2,1.1,1.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Duane Klueh,52,,,0.464,,0.536,,,,,,,,,3.4,0.3,3.7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Earl Dodd,9,,,0.257,,0.185,,,,,,,,,-0.3,0.0,-0.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Easy Parham,66,,,0.362,,0.423,,,,,,,,,-0.5,0.6,0.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Ed Bartels,15,,,0.312,,0.395,,,,,,,,,-0.5,-0.1,-0.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Ed Leede,64,,,0.442,,0.623,,,,,,,,,3.2,1.3,4.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Ed Macauley,67,,,0.485,,0.599,,,,,,,,,9.7,0.9,10.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1949-1950,Ed Mikan,65,,,0.361,,0.374,,,,,,,,,-0.6,1.4,0.8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Ed Peterson,62,,,0.472,,0.474,,,,,,,,,3.0,2.1,5.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Ed Sadowski,69,,,0.401,,0.405,,,,,,,,,1.8,2.5,4.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Ed Stanczak,57,,,0.453,,0.592,,,,,,,,,3.0,3.1,6.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Elmer Gainer,15,,,0.312,,0.229,,,,,,,,,-0.2,-0.1,-0.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Ernie Vandeweghe,42,,,0.466,,0.359,,,,,,,,,3.0,0.9,3.9,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Floyd Volker,54,,,0.34,,0.245,,,,,,,,,-1.6,-0.4,-2.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Fran Curran,66,,,0.579,,1.026,,,,,,,,,5.5,1.1,6.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Frank Gates,64,,,0.322,,0.244,,,,,,,,,-1.7,3.0,1.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Frank Kudelka,65,,,0.367,,0.265,,,,,,,,,-0.4,2.8,2.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Frankie Brian,64,,,0.415,,0.422,,,,,,,,,3.6,5.6,9.2,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0
1949-1950,Fred Schaus,68,,,0.426,,0.331,,,,,,,,,4.0,4.3,8.4,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0
1949-1950,Fred Scolari,66,,,0.415,,0.315,,,,,,,,,3.1,2.3,5.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Freddie Lewis,34,,,0.295,,0.174,,,,,,,,,-1.4,0.5,-0.9,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Gene Berce,3,,,0.275,,0.313,,,,,,,,,-0.1,0.0,-0.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Gene Englund,46,,,0.502,,0.701,,,,,,,,,3.2,1.0,4.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Gene James,29,,,0.335,,0.484,,,,,,,,,-0.2,0.3,0.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Gene Ollrich,14,,,0.281,,0.194,,,,,,,,,-0.5,-0.1,-0.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Gene Stump,49,,,0.344,,0.254,,,,,,,,,-0.6,0.4,-0.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Gene Vance,35,,,0.405,,0.369,,,,,,,,,1.0,1.2,2.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,George Feigenbaum,12,,,0.277,,0.316,,,,,,,,,-0.5,0.1,-0.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,George Kaftan,55,,,0.426,,0.389,,,,,,,,,2.3,1.0,3.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,George Mikan,68,,,0.487,,0.456,,,,,,,,,15.3,5.8,21.1,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1
1949-1950,George Nostrand,55,,,0.355,,0.388,,,,,,,,,-0.7,1.1,0.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,George Ratkovicz,62,,,0.452,,0.793,,,,,,,,,3.4,2.6,6.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,George Senesky,68,,,0.379,,0.315,,,,,,,,,0.7,3.7,4.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Glen Selbo,13,,,0.329,,0.569,,,,,,,,,-0.2,0.0,-0.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Harry Boykoff,61,,,0.479,,0.375,,,,,,,,,6.0,-0.7,5.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Harry Donovan,45,,,0.393,,0.385,,,,,,,,,0.3,0.7,1.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Harry Gallatin,68,,,0.487,,0.551,,,,,,,,,6.5,1.4,7.8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Herm Schaefer,65,,,0.46,,0.322,,,,,,,,,2.9,2.4,5.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Hook Dillon,22,,,0.278,,0.4,,,,,,,,,-0.5,0.2,-0.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Hoot Gibson,32,,,0.394,,0.328,,,,,,,,,0.2,-0.2,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Howie Janotta,9,,,0.418,,0.533,,,,,,,,,0.1,0.1,0.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Howie Schultz,67,,,0.348,,0.42,,,,,,,,,-1.6,4.6,3.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Howie Shannon,67,,,0.404,,0.282,,,,,,,,,1.5,1.4,2.9,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Jack Burmaster,61,,,0.378,,0.256,,,,,,,,,0.1,-0.4,-0.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Jack Coleman,68,,,0.412,,0.183,,,,,,,,,1.9,2.5,4.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Jack Cotton,54,,,0.343,,0.485,,,,,,,,,-1.0,-0.5,-1.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Jack Kerris,68,,,0.406,,0.541,,,,,,,,,1.4,2.7,4.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Jack Nichols,67,,,0.44,,0.406,,,,,,,,,4.7,2.0,6.7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Jack Parkinson,4,,,0.121,,0.083,,,,,,,,,-0.2,0.0,-0.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Jack Phelan,55,,,0.367,,0.336,,,,,,,,,-0.3,-0.3,-0.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Jack Smiley,59,,,0.367,,0.552,,,,,,,,,0.1,0.1,0.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Jack Toomay,62,,,0.471,,0.514,,,,,,,,,4.3,-0.7,3.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Jake Bornheimer,60,,,0.356,,0.384,,,,,,,,,-0.7,1.5,0.8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Jake Carter,24,,,0.417,,0.707,,,,,,,,,0.3,0.4,0.7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Jerry Fleishman,65,,,0.354,,0.428,,,,,,,,,-0.5,2.1,1.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Jerry Nagel,14,,,0.218,,0.143,,,,,,,,,-0.3,0.2,-0.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Jerry Rullo,4,,,0.371,,0.111,,,,,,,,,0.0,0.0,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Jim Browne,31,,,0.392,,0.563,,,,,,,,,0.1,-0.1,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Jim Nolan,5,,,0.19,,0.0,,,,,,,,,-0.3,0.2,-0.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Jim Pollard,66,,,0.39,,0.212,,,,,,,,,1.2,4.1,5.4,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1
1949-1950,Jim Seminoff,65,,,0.427,,0.664,,,,,,,,,2.3,1.4,3.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Jimmy Darden,26,,,0.379,,0.329,,,,,,,,,0.1,-0.3,-0.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Joe Bradley,46,,,0.289,,0.284,,,,,,,,,-1.0,0.7,-0.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Joe Dolhon,64,,,0.401,,0.467,,,,,,,,,1.4,1.6,3.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Joe Fulks,68,,,0.346,,0.348,,,,,,,,,-4.4,3.7,-0.8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1949-1950,Joe Graboski,57,,,0.355,,0.36,,,,,,,,,-0.6,1.2,0.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Joe Holland,64,,,0.376,,0.313,,,,,,,,,0.1,1.1,1.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Joe Mullaney,37,,,0.196,,0.214,,,,,,,,,-0.9,0.3,-0.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,John Chaney,16,,,0.354,,0.337,,,,,,,,,-0.2,0.1,-0.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,John Hargis,60,,,0.479,,0.504,,,,,,,,,4.8,3.6,8.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,John Logan,62,,,0.419,,0.426,,,,,,,,,3.4,0.9,4.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,John Mahnken,62,,,0.313,,0.232,,,,,,,,,-2.6,1.6,-1.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,John Mandic,25,,,0.37,,0.427,,,,,,,,,-0.1,0.3,0.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,John Oldham,59,,,0.364,,0.34,,,,,,,,,-0.5,2.8,2.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,John Pritchard,7,,,0.325,,0.379,,,,,,,,,-0.1,0.0,-0.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Johnny Ezersky,54,,,0.364,,0.376,,,,,,,,,-0.7,1.1,0.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Johnny Macknowski,59,,,0.405,,0.384,,,,,,,,,0.9,1.8,2.8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Johnny Norlander,40,,,0.38,,0.29,,,,,,,,,-0.1,0.7,0.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Johnny Orr,34,,,0.37,,0.119,,,,,,,,,-0.1,0.0,-0.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Johnny Payak,52,,,0.389,,0.523,,,,,,,,,0.5,-0.1,0.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Ken Menke,6,,,0.365,,0.471,,,,,,,,,0.0,0.0,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Kenny Rollins,66,,,0.385,,0.211,,,,,,,,,0.4,2.2,2.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Kenny Sailors,57,,,0.431,,0.483,,,,,,,,,4.8,-1.0,3.7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Kleggie Hermsen,67,,,0.377,,0.402,,,,,,,,,-0.2,3.3,3.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Lee Knorek,1,,,0.0,,0.0,,,,,,,,,-0.1,0.0,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Leo Barnhorst,67,,,0.394,,0.259,,,,,,,,,0.9,2.8,3.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Leo Katkaveck,54,,,0.333,,0.17,,,,,,,,,-1.2,1.0,-0.2,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Leo Klier,66,,,0.379,,0.368,,,,,,,,,0.1,2.9,3.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Leo Kubiak,62,,,0.395,,0.297,,,,,,,,,1.3,-0.8,0.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Leo Mogus,64,,,0.496,,0.691,,,,,,,,,5.6,2.4,8.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Leroy Chollet,49,,,0.385,,0.313,,,,,,,,,0.1,0.8,0.9,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Les Pugh,56,,,0.377,,0.498,,,,,,,,,-0.2,0.7,0.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Mac Otten,59,,,0.372,,0.523,,,,,,,,,-0.1,0.4,0.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Mal McMullen,58,,,0.365,,0.371,,,,,,,,,-0.4,0.9,0.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Marshall Hawkins,39,,,0.343,,0.313,,,,,,,,,-0.5,0.4,-0.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Marv Schatzman,34,,,0.293,,0.287,,,,,,,,,-1.3,0.4,-0.9,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Matt Mazza,26,,,0.378,,0.409,,,,,,,,,0.0,-0.1,0.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Max Morris,62,,,0.445,,0.598,,,,,,,,,4.4,-0.4,4.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1949-1950,Max Zaslofsky,68,,,0.429,,0.337,,,,,,,,,4.8,3.6,8.4,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0
