Season,Player,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,6MOY,AS,DEF1,DEF2,NBA1,NBA2,NBA3,MVP,DPOY,ROY,MIP,CPOY,HOF
1961-1962,Horace Walker,65,1331.0,10.4,0.418,,0.44,,,,,,,,,-0.7,0.9,0.3,0.01,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Hot Rod Hundley,78,1492.0,9.6,0.38,,0.25,,,,,,,,,-1.5,1.6,0.1,0.003,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Howie Carl,31,382.0,9.5,0.38,,0.254,,,,,,,,,-0.7,0.2,-0.5,-0.061,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Howie Jolliff,64,1094.0,9.1,0.433,,0.308,,,,,,,,,-0.1,1.3,1.2,0.053,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Hub Reed,80,1446.0,8.9,0.47,,0.178,,,,,,,,,0.6,0.6,1.3,0.042,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Jack Turner,42,567.0,8.8,0.418,,0.19,,,,,,,,,-0.3,0.3,0.0,-0.002,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Jack Twyman,80,2991.0,16.8,0.528,,0.282,,,,,,,,,7.5,1.1,8.6,0.138,,,,,0,1,0,0,0,1,0,0,0,0,0,0,1
1961-1962,Jackie Moreland,74,1219.0,14.7,0.483,,0.382,,,,,,,,,1.2,1.3,2.6,0.101,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Jerry West,75,3087.0,22.9,0.524,,0.516,,,,,,,,,9.8,3.1,12.9,0.201,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1961-1962,Jim Krebs,78,2012.0,12.4,0.492,,0.297,,,,,,,,,2.1,2.1,4.2,0.1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Jim Loscutoff,79,1146.0,7.7,0.379,,0.162,,,,,,,,,-1.9,2.4,0.5,0.019,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Jimmy Darrow,5,34.0,6.0,0.332,,0.467,,,,,,,,,-0.1,0.0,-0.1,-0.112,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Joe Buckhalter,63,728.0,14.6,0.489,,0.323,,,,,,,,,0.9,0.4,1.2,0.082,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Joe Graboski,38,468.0,10.3,0.387,,0.294,,,,,,,,,-0.7,0.6,-0.2,-0.017,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Joe Roberts,80,1642.0,10.4,0.437,,0.313,,,,,,,,,-0.2,2.2,1.9,0.056,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Joe Ruklick,46,302.0,5.3,0.341,,0.177,,,,,,,,,-0.8,0.3,-0.5,-0.08,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Johnny Egan,58,696.0,13.9,0.473,,0.279,,,,,,,,,0.7,0.6,1.3,0.088,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Johnny Green,80,2789.0,16.0,0.47,,0.373,,,,,,,,,2.1,3.0,5.1,0.088,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Johnny McCarthy,15,333.0,5.8,0.283,,0.37,,,,,,,,,-0.6,0.2,-0.4,-0.064,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,K.C. Jones,80,2054.0,11.8,0.445,,0.32,,,,,,,,,0.5,4.4,4.9,0.115,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1961-1962,Larry Costello,63,1854.0,15.7,0.507,,0.406,,,,,,,,,3.3,2.6,5.9,0.153,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Larry Foust,57,1153.0,14.8,0.541,,0.411,,,,,,,,,2.6,0.5,3.1,0.129,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Lee Shaffer,75,2083.0,15.6,0.481,,0.263,,,,,,,,,2.6,2.4,5.0,0.115,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Lenny Wilkens,20,870.0,11.9,0.441,,0.302,,,,,,,,,0.1,0.3,0.4,0.022,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1961-1962,Oscar Robertson,79,3503.0,26.2,0.554,,0.482,,,,,,,,,13.4,2.2,15.6,0.214,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1961-1962,Paul Arizin,78,2785.0,15.0,0.486,,0.403,,,,,,,,,3.9,2.5,6.3,0.109,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1961-1962,Paul Neumann,77,1265.0,11.8,0.5,,0.429,,,,,,,,,1.6,1.6,3.2,0.123,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Phil Jordon,76,2195.0,9.9,0.409,,0.163,,,,,,,,,-1.9,1.7,-0.2,-0.003,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Ralph Davis,77,1992.0,10.0,0.431,,0.117,,,,,,,,,-0.4,1.0,0.6,0.014,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Ray Felix,80,1478.0,9.2,0.475,,0.327,,,,,,,,,0.8,1.5,2.3,0.074,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Ray Scott,75,2087.0,15.6,0.442,,0.406,,,,,,,,,0.0,2.5,2.5,0.057,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Red Kerr,80,2768.0,17.6,0.482,,0.248,,,,,,,,,2.9,4.9,7.8,0.136,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Rich Eichhorst,1,10.0,12.3,0.5,,0.0,,,,,,,,,0.0,0.0,0.0,0.072,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Richie Guerin,78,3348.0,21.1,0.516,,0.402,,,,,,,,,9.2,3.0,12.1,0.174,,,,,0,1,0,0,0,1,0,0,0,0,0,0,1
1961-1962,Ron Horn,3,25.0,-6.5,0.116,,0.167,,,,,,,,,-0.2,0.0,-0.2,-0.397,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Rudy LaRusso,80,2754.0,16.8,0.526,,0.404,,,,,,,,,5.8,2.9,8.8,0.153,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Sam Jones,78,2388.0,18.1,0.507,,0.231,,,,,,,,,4.9,4.7,9.6,0.193,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1961-1962,Sam Stith,32,440.0,8.0,0.394,,0.235,,,,,,,,,-0.4,0.3,-0.1,-0.006,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Shellie McMillon,62,1225.0,13.5,0.475,,0.308,,,,,,,,,1.1,0.6,1.7,0.066,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Si Green,71,2388.0,11.4,0.432,,0.344,,,,,,,,,-0.3,1.4,1.1,0.022,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Slick Leonard,70,2464.0,12.3,0.436,,0.329,,,,,,,,,-0.1,1.3,1.2,0.024,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Stacey Arceneaux,7,110.0,10.5,0.405,,0.232,,,,,,,,,-0.1,0.0,-0.1,-0.036,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Swede Halbrook,64,908.0,11.7,0.409,,0.358,,,,,,,,,-0.9,1.5,0.6,0.033,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Ted Luckenbill,67,396.0,9.1,0.44,,0.633,,,,,,,,,0.0,0.4,0.4,0.051,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Tom Gola,60,2462.0,11.5,0.473,,0.301,,,,,,,,,1.6,2.7,4.4,0.085,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Tom Hawkins,79,1903.0,10.6,0.45,,0.315,,,,,,,,,0.3,1.8,2.1,0.054,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Tom Heinsohn,79,2383.0,20.2,0.482,,0.271,,,,,,,,,3.7,5.5,9.3,0.187,,,,,0,1,0,0,0,1,0,0,0,0,0,0,1
1961-1962,Tom Meschery,80,2509.0,11.0,0.463,,0.282,,,,,,,,,1.1,2.7,3.7,0.072,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Tom Sanders,80,2325.0,12.5,0.488,,0.327,,,,,,,,,2.2,5.1,7.2,0.149,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Vern Hatton,40,898.0,9.3,0.417,,0.378,,,,,,,,,-0.4,0.4,-0.1,-0.004,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Walt Bellamy,79,3344.0,26.6,0.554,,0.455,,,,,,,,,13.4,2.8,16.3,0.233,,,,,0,1,0,0,0,0,0,0,0,1,0,0,1
1961-1962,Walter Dukes,77,1896.0,13.7,0.464,,0.45,,,,,,,,,1.0,2.3,3.3,0.084,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Wayne Embry,75,2623.0,18.1,0.516,,0.426,,,,,,,,,5.4,1.4,6.7,0.123,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Wayne Yates,37,263.0,4.1,0.314,,0.21,,,,,,,,,-0.8,0.3,-0.5,-0.085,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Whitey Martin,66,1018.0,5.4,0.359,,0.188,,,,,,,,,-1.3,0.8,-0.5,-0.022,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Willie Jones,69,1006.0,9.9,0.402,,0.213,,,,,,,,,-1.0,0.9,-0.1,-0.006,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Willie Naulls,75,2978.0,17.9,0.47,,0.253,,,,,,,,,2.8,2.7,5.5,0.089,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
1961-1962,Wilt Chamberlain,80,3882.0,32.1,0.536,,0.431,,,,,,,,,17.1,6.0,23.1,0.286,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1961-1962,Woody Sauldsberry,63,1765.0,9.0,0.366,,0.142,,,,,,,,,-3.8,1.1,-2.8,-0.075,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1961-1962,York Larese,59,703.0,9.3,0.421,,0.22,,,,,,,,,-0.3,0.6,0.3,0.02,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Adrian Smith,79,1522.0,13.1,0.53,,0.506,,,,,,,,,2.7,0.7,3.4,0.107,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Al Attles,71,1876.0,10.6,0.51,,0.327,,,,,,,,,2.2,1.2,3.4,0.086,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Al Bianchi,61,1159.0,12.5,0.478,,0.345,,,,,,,,,0.8,1.1,1.9,0.079,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Al Butler,74,1488.0,13.8,0.487,,0.277,,,,,,,,,1.4,0.7,2.1,0.068,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Al Ferrari,18,138.0,6.5,0.427,,0.459,,,,,,,,,-0.1,0.0,0.0,-0.01,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Bailey Howell,79,2971.0,21.6,0.589,,0.526,,,,,,,,,11.1,2.9,14.0,0.226,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0
1962-1963,Barney Cable,61,1203.0,10.7,0.483,,0.253,,,,,,,,,0.7,0.9,1.6,0.066,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Ben Warley,26,206.0,16.8,0.494,,0.315,,,,,,,,,0.2,0.3,0.5,0.117,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Bevo Nordmann,53,1000.0,12.3,0.498,,0.382,,,,,,,,,0.9,0.9,1.7,0.083,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Bill Bridges,27,374.0,14.3,0.449,,0.319,,,,,,,,,-0.1,0.7,0.6,0.079,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Bill Russell,78,3500.0,18.2,0.464,,0.437,,,,,,,,,1.0,12.6,13.5,0.185,,,,,0,1,0,0,1,0,0,1,0,0,0,0,0
1962-1963,Billy McGill,60,590.0,21.5,0.545,,0.337,,,,,,,,,2.0,0.2,2.2,0.176,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Bob Boozer,79,2488.0,14.4,0.493,,0.356,,,,,,,,,2.3,1.6,3.9,0.075,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Bob Cousy,76,1975.0,16.6,0.448,,0.302,,,,,,,,,0.1,5.1,5.2,0.126,,,,,0,1,0,0,0,1,0,0,0,0,0,0,1
1962-1963,Bob Duffy,42,435.0,10.6,0.403,,0.224,,,,,,,,,-0.5,0.6,0.1,0.01,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Bob Ferry,79,2479.0,12.6,0.473,,0.345,,,,,,,,,1.2,2.0,3.1,0.061,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Bob Pettit,79,3090.0,25.0,0.525,,0.507,,,,,,,,,8.5,5.8,14.3,0.222,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1962-1963,Bucky Bockhorn,80,2612.0,9.2,0.44,,0.254,,,,,,,,,-0.7,1.2,0.5,0.01,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Bud Olsen,52,373.0,7.9,0.376,,0.293,,,,,,,,,-0.6,0.3,-0.3,-0.043,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Charlie Hardnett,78,1657.0,16.2,0.494,,0.511,,,,,,,,,1.8,0.5,2.3,0.067,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Chet Walker,78,1992.0,14.8,0.526,,0.482,,,,,,,,,3.3,2.0,5.3,0.129,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1962-1963,Chico Vaughn,77,1845.0,13.2,0.473,,0.369,,,,,,,,,1.0,2.4,3.4,0.09,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Cleveland Buckner,6,27.0,14.0,0.51,,0.4,,,,,,,,,0.0,0.0,0.1,0.102,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Cliff Hagan,79,1716.0,21.2,0.515,,0.289,,,,,,,,,4.1,2.4,6.5,0.183,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1962-1963,Clyde Lovellette,61,568.0,16.2,0.471,,0.261,,,,,,,,,0.3,1.3,1.6,0.139,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Dan Swartz,39,335.0,12.3,0.482,,0.48,,,,,,,,,0.3,0.7,1.0,0.143,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Dan Tieman,29,176.0,4.1,0.277,,0.175,,,,,,,,,-0.5,0.1,-0.5,-0.123,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Danny Doyle,4,25.0,22.2,0.563,,0.417,,,,,,,,,0.1,0.0,0.1,0.216,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Darrall Imhoff,45,458.0,7.3,0.343,,0.327,,,,,,,,,-1.0,0.5,-0.6,-0.061,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Dave Budd,78,1725.0,13.8,0.54,,0.339,,,,,,,,,3.2,0.9,4.1,0.113,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Dave DeBusschere,80,2352.0,14.5,0.476,,0.304,,,,,,,,,1.3,2.3,3.6,0.074,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1962-1963,Dave Fedor,7,27.0,2.2,0.287,,0.1,,,,,,,,,-0.1,0.0,-0.1,-0.128,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Dave Gambee,60,1234.0,14.6,0.521,,0.443,,,,,,,,,2.2,1.1,3.3,0.129,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Dave Gunther,1,5.0,31.6,0.5,,0.0,,,,,,,,,0.0,0.0,0.0,0.204,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Dave Piontek,48,457.0,6.4,0.394,,0.101,,,,,,,,,-0.5,0.2,-0.3,-0.031,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Dick Barnett,80,2544.0,16.3,0.533,,0.362,,,,,,,,,5.9,2.1,8.0,0.15,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Dolph Schayes,66,1438.0,14.2,0.471,,0.358,,,,,,,,,0.7,1.7,2.4,0.081,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Don Nelson,62,1071.0,13.8,0.537,,0.754,,,,,,,,,1.8,0.3,2.1,0.094,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Don Ohl,80,2961.0,13.6,0.478,,0.262,,,,,,,,,2.2,1.9,4.1,0.067,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Donnie Butcher,68,1193.0,11.4,0.466,,0.458,,,,,,,,,0.4,0.6,1.1,0.043,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Elgin Baylor,80,3370.0,26.6,0.519,,0.348,,,,,,,,,9.3,5.1,14.4,0.205,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1962-1963,Frank Ramsey,77,1541.0,12.8,0.472,,0.447,,,,,,,,,0.8,2.8,3.6,0.113,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1962-1963,Frank Selvy,80,2369.0,11.5,0.477,,0.36,,,,,,,,,1.3,2.3,3.6,0.074,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Fred LaCour,16,171.0,8.1,0.406,,0.219,,,,,,,,,-0.2,0.1,-0.1,-0.019,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Gary Phillips,75,1801.0,7.9,0.429,,0.236,,,,,,,,,-0.9,1.1,0.2,0.006,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Gene Conley,70,1544.0,10.7,0.43,,0.286,,,,,,,,,-1.0,0.9,-0.1,-0.002,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Gene Guarilia,11,83.0,3.1,0.303,,0.289,,,,,,,,,-0.4,0.1,-0.2,-0.131,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Gene Shue,78,2288.0,10.7,0.446,,0.338,,,,,,,,,-0.3,1.0,0.7,0.015,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Gene Tormohlen,7,47.0,8.6,0.417,,1.0,,,,,,,,,0.0,0.1,0.1,0.056,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Gene Wiley,75,1488.0,7.7,0.453,,0.288,,,,,,,,,0.0,1.8,1.8,0.058,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,George Lee,64,1192.0,10.1,0.47,,0.49,,,,,,,,,0.4,0.8,1.2,0.048,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Guy Rodgers,79,3249.0,12.9,0.43,,0.249,,,,,,,,,-0.8,3.3,2.5,0.037,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1962-1963,Hal Greer,80,2631.0,17.3,0.526,,0.336,,,,,,,,,5.7,2.5,8.2,0.149,,,,,0,1,0,0,0,1,0,0,0,0,0,0,1
1962-1963,Hot Rod Hundley,65,785.0,11.2,0.414,,0.454,,,,,,,,,-0.5,1.0,0.4,0.027,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Howie Jolliff,28,293.0,3.2,0.305,,0.164,,,,,,,,,-0.5,0.3,-0.2,-0.025,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Howie Montgomery,20,364.0,9.9,0.441,,0.15,,,,,,,,,-0.1,0.3,0.1,0.018,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Hub Reed,80,1299.0,11.2,0.502,,0.23,,,,,,,,,1.2,0.8,2.0,0.074,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Hubie White,29,271.0,6.3,0.387,,0.162,,,,,,,,,-0.4,0.2,-0.2,-0.038,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Jack Foley,11,83.0,15.6,0.46,,0.294,,,,,,,,,0.0,0.1,0.1,0.057,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Jack Twyman,80,2623.0,17.7,0.529,,0.281,,,,,,,,,5.8,1.5,7.3,0.133,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1962-1963,Jackie Moreland,78,1516.0,13.9,0.48,,0.344,,,,,,,,,1.0,1.5,2.5,0.078,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Jeff Slade,3,20.0,5.8,0.368,,0.2,,,,,,,,,0.0,0.0,0.0,-0.053,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Jerry West,55,2163.0,21.9,0.523,,0.393,,,,,,,,,5.5,2.6,8.1,0.18,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1962-1963,Jim Krebs,79,1913.0,10.6,0.474,,0.246,,,,,,,,,0.7,2.1,2.8,0.071,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Jim Loscutoff,63,607.0,6.6,0.39,,0.167,,,,,,,,,-1.0,1.2,0.3,0.021,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Joe Buckhalter,2,12.0,-2.8,0.17,,0.4,,,,,,,,,-0.1,0.0,-0.1,-0.329,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Joe Roberts,33,466.0,10.1,0.414,,0.26,,,,,,,,,-0.5,0.5,0.0,0.004,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,John Barnhill,77,2692.0,11.7,0.474,,0.304,,,,,,,,,1.3,3.3,4.6,0.082,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,John Havlicek,80,2200.0,15.4,0.479,,0.22,,,,,,,,,1.6,4.8,6.4,0.139,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1962-1963,John Rudometkin,56,572.0,12.3,0.414,,0.309,,,,,,,,,-0.8,0.3,-0.5,-0.038,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Johnny Cox,73,1685.0,10.3,0.457,,0.238,,,,,,,,,0.1,0.4,0.5,0.015,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Johnny Egan,46,752.0,9.8,0.418,,0.233,,,,,,,,,-0.5,0.6,0.0,0.001,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Johnny Green,80,2553.0,19.0,0.497,,0.348,,,,,,,,,3.3,1.8,5.1,0.096,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
1962-1963,K.C. Jones,79,1945.0,9.8,0.428,,0.299,,,,,,,,,-0.7,4.2,3.6,0.088,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
1962-1963,Kenny Sears,77,1141.0,13.8,0.599,,0.553,,,,,,,,,2.9,0.7,3.7,0.155,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Kevin Loughery,57,845.0,9.5,0.412,,0.252,,,,,,,,,-0.9,0.6,-0.3,-0.017,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Larry Costello,78,2066.0,13.8,0.534,,0.495,,,,,,,,,3.6,2.1,5.7,0.132,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Larry Staverman,33,602.0,13.5,0.536,,0.32,,,,,,,,,1.0,0.2,1.2,0.093,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Lee Shaffer,80,2392.0,15.3,0.478,,0.269,,,,,,,,,1.8,2.1,3.8,0.077,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Len Chappell,80,1241.0,17.2,0.501,,0.394,,,,,,,,,1.7,1.5,3.2,0.123,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Lenny Wilkens,75,2569.0,12.1,0.456,,0.382,,,,,,,,,0.4,3.6,4.0,0.075,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1962-1963,Leroy Ellis,80,1628.0,11.4,0.466,,0.381,,,,,,,,,0.4,1.9,2.3,0.067,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Maurice King,37,954.0,8.3,0.422,,0.141,,,,,,,,,-0.3,0.2,-0.1,-0.005,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Mel Nowell,39,589.0,10.5,0.436,,0.278,,,,,,,,,-0.2,0.1,-0.1,-0.006,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Mike Farmer,80,1724.0,12.0,0.477,,0.247,,,,,,,,,0.9,2.3,3.2,0.089,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Nick Mantis,42,684.0,7.9,0.405,,0.201,,,,,,,,,-0.7,0.2,-0.5,-0.033,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Oscar Robertson,80,3521.0,24.6,0.588,,0.476,,,,,,,,,14.1,2.7,16.8,0.229,,,,,0,1,0,0,1,0,0,0,0,0,0,0,1
1962-1963,Paul Hogue,50,1340.0,7.4,0.386,,0.415,,,,,,,,,-1.9,0.8,-1.0,-0.037,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Paul Neumann,80,1581.0,13.4,0.545,,0.441,,,,,,,,,3.0,1.5,4.6,0.139,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Phil Jordon,73,1420.0,9.5,0.418,,0.192,,,,,,,,,-1.2,1.9,0.7,0.024,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Porter Meriwether,31,268.0,12.4,0.436,,0.27,,,,,,,,,-0.1,0.3,0.2,0.03,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Ralph Wells,3,48.0,-0.2,0.099,,1.0,,,,,,,,,-0.2,0.0,-0.2,-0.179,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Ray Scott,76,2538.0,15.1,0.468,,0.412,,,,,,,,,1.0,2.5,3.5,0.066,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Red Kerr,80,2561.0,18.6,0.519,,0.299,,,,,,,,,4.1,3.6,7.7,0.144,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
1962-1963,Richie Guerin,79,2712.0,18.8,0.517,,0.435,,,,,,,,,5.9,1.4,7.2,0.128,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1
1962-1963,Ron Horn,28,289.0,6.1,0.39,,0.354,,,,,,,,,-0.3,0.3,0.0,-0.006,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
